Timestamp,exp_inlet,exp_outlet,exp_heatgen,heatgen_m1,heatgen_m2,heatgen_m3,heatgen_m4,heatgen_m5,heatgen_m6,exp_flowrate,Tamb,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,DNI
42829,28.05244382,36.14120054,47.31926863,11.06302703,10.02869025,5.774375662,9.239932649,6.903373976,4.309869062,1.149761704,21.42338859,27.44010013,26.63876723,26.52232372,26.79600242,26.36531289,26.24068001,25.800548,25.76390062,25.76781895,25.592863,25.52024449,25.4690628,25.43424864,25.43424864,1.118418694
42839,28.05221489,36.81046337,49.34472784,11.97970245,8.925657484,6.379297339,9.756184833,8.094135052,4.209750686,1.149759954,21.36255252,27.4501824,26.64739501,26.52320502,26.81000531,26.3788607,26.24662665,25.8062666,25.7776865,25.77906943,25.60826475,25.53772213,25.47593592,25.42267705,25.42267705,1.093472552
42849,28.06197231,37.40407162,50.64571691,12.22503656,8.570274542,6.865162391,10.59508773,8.292983948,4.097171742,1.149755162,21.35495092,27.44139516,26.63824964,26.54117726,26.80996292,26.38642011,26.26317199,25.80622417,25.77464774,25.78017944,25.60683917,25.53906293,25.48557663,25.44154066,25.44154066,1.171429246
42859,28.06510531,37.85580763,52.14263213,12.06393636,8.044461809,7.476786376,11.96522585,9.105563724,3.486658012,1.149724736,21.34794851,27.45408914,26.65811213,26.54440803,26.81828943,26.392216,26.27127237,25.81663279,25.78298228,25.78459569,25.61310031,25.54255801,25.48861078,25.44042487,25.44042487,1.135049455
42869,28.07032095,38.03468146,52.33924246,12.59060339,7.773490901,7.557794356,12.29121965,9.313514001,2.812620164,1.149733002,21.35444884,27.46946186,26.68109759,26.56717109,26.83689497,26.41313247,26.28873554,25.84355281,25.80967266,25.81174698,25.64463575,25.56579635,25.50793102,25.48072633,25.48072633,1.070605256
42879,28.09516117,38.40246595,52.62155636,12.10470455,7.652430899,7.45405672,12.18625231,9.939147737,3.284964148,1.149712668,21.32389547,27.4749794,26.69363772,26.56854825,26.86129684,26.42165002,26.30370459,25.86198512,25.81565973,25.82395696,25.64808806,25.58469447,25.53259367,25.48025981,25.48025981,1.130891765
42889,28.09849923,38.70075203,54.87396496,12.66370759,7.251849274,7.334746862,13.41900592,10.32272535,3.881929958,1.149694426,21.33366083,27.47721318,26.69403682,26.5905955,26.86261089,26.42757159,26.30663195,25.85569488,25.82411989,25.83264753,25.66392596,25.59154276,25.53736744,25.49333359,25.49333359,1.088275439
42899,28.10897147,38.86266915,54.25377197,12.60994908,7.298739592,7.4370775,12.85823581,10.35653399,3.693235984,1.149633416,21.31264668,27.49838025,26.71409238,26.61225042,26.88494142,26.45152361,26.32436669,25.87896827,25.84071024,25.84047976,25.68950856,25.60513987,25.56133931,25.51799806,25.51799806,1.06852641
42909,28.1135088,39.08941775,56.80190711,13.32022009,7.502702356,7.519057277,14.05888656,10.34213067,4.058910151,1.149647877,21.29491083,27.51312937,26.73713402,26.61957522,26.90476445,26.46098939,26.34558231,25.90825881,25.85640413,25.87069322,25.70313013,25.63167164,25.57888152,25.54499305,25.54499305,1.104906201
42919,28.1267156,39.24013752,56.10571815,13.06499915,6.890092924,7.332908947,14.13192499,10.37531392,4.31047821,1.149595456,21.29619441,27.52536067,26.7449237,26.63511371,26.91009544,26.47069904,26.35644483,25.91013788,25.87487703,25.88271288,25.71192463,25.65360611,25.5932097,25.56162702,25.56162702,1.10074851
42929,28.13652958,39.40951241,57.09960587,13.06796094,6.993182502,7.108422746,14.62888764,10.64861414,4.652537896,1.149563874,21.31014646,27.54218026,26.77001496,26.65816022,26.9359041,26.50550128,26.38042399,25.93597065,25.89955833,25.91983876,25.74629047,25.66953311,25.62757933,25.58654603,25.58654603,1.136088878
42939,28.13492319,39.55308541,55.96527014,12.71562593,6.91357196,7.23926118,13.16004965,10.96442121,4.972340212,1.14956523,21.28221397,27.53859823,26.77057797,26.65097685,26.92955715,26.49569677,26.38029344,25.94436679,25.89597079,25.92039952,25.74108895,25.67770083,25.62744868,25.59217857,25.59217857,1.085157172
42949,28.1502699,39.62920455,58.29047744,13.41210654,7.469484846,7.246011311,14.56313767,10.69101721,4.908719873,1.149520889,21.25847411,27.55985498,26.78889507,26.67499429,26.94576088,26.51904728,26.40387682,25.96450305,25.91518612,25.94376256,25.76445589,25.70060813,25.64413313,25.60978566,25.60978566,1.042997063
42959,28.15862267,39.78477105,59.00657978,13.43475096,7.346068395,7.306508918,14.64830022,10.94984277,5.321108514,1.149535513,21.21249297,27.57537263,26.81018262,26.68512368,26.95829444,26.52582769,26.41365253,25.97750899,25.93833265,25.95262066,25.78576177,25.72283727,25.66336679,25.62464005,25.62464005,1.075802369
42969,28.16438616,39.75527373,56.92263806,13.24765828,6.990866353,6.922033039,14.06235993,10.57911728,5.120603186,1.149491029,21.20223798,27.58442148,26.82666185,26.70889728,26.97816938,26.55607515,26.43653211,25.9877236,25.95500025,25.97504918,25.79943545,25.73121032,25.68764539,25.65076365,25.65076365,1.099709088
42979,28.17866922,39.88787254,58.19978705,13.05876515,7.42541882,6.891774137,14.22968709,11.27632466,5.31781719,1.149480159,21.17012199,27.61424354,26.83864646,26.72544097,27.00524575,26.5780953,26.45325684,26.01275111,25.97011936,25.99892478,25.82147113,25.75393887,25.70599531,25.6612768,25.6612768,1.117379272
42989,28.19331894,40.12499508,60.23808891,12.37128489,8.89602477,7.389929317,13.90313928,12.43902558,5.238685067,1.149459034,21.1436048,27.61682498,26.84803668,26.7334666,26.99931038,26.57330913,26.46367269,26.02501472,25.98445745,25.99851441,25.82221308,25.76505298,25.70927287,25.66847319,25.66847319,1.123615807
42999,28.19782499,40.25958592,62.14322311,14.26425797,8.979984756,8.186946527,13.61752921,12.02161495,5.07288969,1.149455187,21.14653821,27.64714431,26.88192232,26.75893227,27.02550336,26.587306,26.47997437,26.04662298,26.00145774,26.01689709,25.84520824,25.77836894,25.72166751,25.69262417,25.69262417,1.040462001
43009,28.20441129,40.64861615,63.8218629,13.73264485,9.59948961,8.304214042,13.93973717,12.42907088,5.816706355,1.149435008,21.12445561,27.65013479,26.8837459,26.77214558,27.03379061,26.615173,26.49471522,26.05445695,26.01413123,26.03510079,25.85327416,25.79519378,25.74310315,25.70760632,25.70760632,1.077881214
43019,28.2138881,40.7012862,64.25558729,13.21246049,9.739040699,9.769207493,13.58192044,12.9197594,5.033198767,1.149415902,21.17190553,27.671609,26.90067376,26.78930516,27.04468741,26.62607408,26.51252744,26.06812884,26.02941667,26.05775965,25.88930383,25.8291511,25.75908392,25.73303805,25.73303805,1.073723523
43029,28.2283971,40.88105396,63.15020102,13.6485729,9.477633258,9.04671451,13.72930231,12.40288065,4.845097393,1.149413342,21.14518674,27.69661048,26.93862635,26.82476128,27.07085468,26.66468773,26.55344841,26.1136751,26.07104736,26.09915881,25.91434706,25.84175021,25.79496298,25.76430818,25.76430818,1.106985046
43039,28.24010627,41.29499627,66.22816001,13.61073728,10.32935956,9.714949839,14.70576018,11.82262738,6.044725773,1.149366034,21.18785871,27.71776494,26.94703684,26.83271827,27.08488522,26.65684543,26.55228464,26.11089794,26.07264816,26.10075958,25.91364352,25.85510545,25.79472033,25.76613993,25.76613993,1.091393707
43049,28.25568449,41.37805513,65.62376044,14.20140739,9.965191164,9.085701206,14.20442272,12.61663201,5.550405959,1.149366948,21.20346648,27.7529152,26.96815812,26.86136007,27.10440275,26.69341247,26.57250287,26.14287544,26.09587089,26.13342861,25.94885321,25.87003607,25.82647676,25.77968886,25.77968886,1.065408143
43059,28.24915959,41.56098649,66.46483738,14.49296186,9.594576328,9.505925904,14.47862043,12.45752712,5.935225737,1.149349354,21.18762786,27.7724071,26.97492352,26.87518677,27.12206496,26.71177234,26.59777418,26.15387175,26.11654516,26.13889519,25.95616432,25.90177688,25.8393201,25.79852535,25.79852535,1.029028352
43069,28.25975467,41.65562354,66.31884074,13.28424933,10.53309381,9.14139689,14.27080537,13.02345436,6.06584097,1.149369193,21.18121125,27.7690979,26.98667158,26.87372889,27.13049383,26.70961128,26.5976857,26.1526312,26.13028146,26.14203241,25.9675982,25.89454402,25.83761824,25.80028067,25.80028067,1.151680217
43079,28.27492216,41.74528373,66.65495191,13.94825987,10.37630354,9.258088547,14.08030971,13.05716034,5.934829902,1.149319925,21.21893433,27.79428917,27.00431603,26.90003101,27.14373022,26.72008947,26.61046808,26.17670865,26.13085765,26.15274656,25.98522741,25.92554096,25.86608166,25.82713174,25.82713174,1.051895649
43089,28.2638963,41.86756275,67.80406754,14.61062438,10.11771017,9.52559582,14.9930262,12.63148226,5.925628719,1.149334026,21.24320256,27.80704411,27.04380317,26.92677526,27.16662132,26.75081917,26.6386676,26.19915968,26.16045223,26.19063495,26.01136945,25.951454,25.89360938,25.8551214,25.8551214,1.110103314
43099,28.27550514,41.99293378,68.14334635,14.47396936,10.26367583,9.804325267,14.84839466,12.57581751,6.177163727,1.149294326,21.28916454,27.83783275,27.05924352,26.94586259,27.18891174,26.7772632,26.66165995,26.22170068,26.18230285,26.21248494,26.03114919,25.96593457,25.91431313,25.87329075,25.87329075,1.077881214
43109,28.28710105,42.08399361,68.04044722,14.09436436,10.29639896,9.242220917,15.35173513,12.9091462,6.14658166,1.149272895,21.32156132,27.84605113,27.07306452,26.95900379,27.20542167,26.78410815,26.67840833,26.23546088,26.19675475,26.22555409,26.03246853,25.96517996,25.92116358,25.87622354,25.87622354,1.083078327
43119,28.30159079,42.1125474,67.06439988,14.47522249,10.06528149,9.796658098,14.92094623,11.82734516,5.978946407,1.14927167,21.33764864,27.87379715,27.09004658,26.97166387,27.23019214,26.81809901,26.70111844,26.25057768,26.20887695,26.23951908,26.05611405,25.98537032,25.93605435,25.890654,25.890654,1.108024468
43129,28.300853,42.23530846,68.79407998,14.35718976,10.15141494,9.666234039,15.15461788,13.15634816,6.308275194,1.149245356,21.38487572,27.88164452,27.11465377,26.9985539,27.25922001,26.83032915,26.71334992,26.26972579,26.22940815,26.25728508,26.0768786,26.00821018,25.94506824,25.91649183,25.91649183,1.09659082
43139,28.30592095,42.36295144,70.24630465,15.07621824,10.21301711,9.970490847,15.24931218,13.09876013,6.63850614,1.149207456,21.40089217,27.89581754,27.11570217,27.00529437,27.26419466,26.84336489,26.73352586,26.27332277,26.234618,26.25903903,26.08969309,26.01042541,25.9578843,25.92101182,25.92101182,1.109369604
43149,28.30777611,42.28351936,68.55631568,14.64431559,10.16970149,9.4915641,15.14158889,13.09248378,6.016661839,1.149190369,21.40397941,27.91455231,27.15244806,27.02816167,27.287774,26.86534176,26.74583329,26.29254683,26.26167583,26.28287094,26.10730752,26.02665854,25.97319644,25.94208581,25.94208581,1.116339849
43159,28.3220148,42.30908532,68.36111507,14.20342283,10.05756047,9.881496932,15.1781103,13.13289092,5.907633623,1.14916619,21.41091348,27.92725475,27.15727842,27.04528667,27.2984125,26.86401133,26.75025969,26.29144606,26.26426117,26.2813094,26.1066674,26.03408354,25.98661335,25.94144559,25.94144559,1.130891765
43169,28.3370175,42.55627972,68.94476204,14.18534459,10.34211726,9.683953924,14.87329383,12.88698993,6.973062508,1.149132618,21.42854758,27.94655042,27.16977251,27.0634748,27.31150536,26.89207576,26.77947848,26.31100174,26.28658189,26.29994377,26.12138777,26.05318306,26.00248756,25.96769063,25.96769063,1.098669665
43179,28.34342884,42.62871755,70.06750606,14.57061716,10.18723214,9.582943465,15.24606799,13.53588917,6.944756137,1.149121425,21.39676503,27.96395392,27.18608617,27.08753164,27.3431887,26.91456188,26.78285459,26.32797123,26.30239989,26.30908075,26.14527254,26.07522596,26.01254883,25.97037796,25.97037796,1.09883428
43189,28.34610598,42.46046746,67.75883026,14.48268367,10.55894681,8.705031173,14.9707835,12.79640993,6.244975178,1.149125481,21.36687394,27.97825181,27.18112076,27.07550849,27.34023374,26.90147495,26.79049055,26.33630154,26.30105468,26.31856307,26.14024058,26.07226749,26.01120325,25.95336185,25.95336185,1.042540846
43199,28.36843293,42.59171327,68.62506587,14.13116309,9.726288979,9.123474995,15.37113114,13.87689642,6.39611124,1.149079484,21.32855914,27.98821698,27.20168451,27.10449894,27.35664906,26.93861866,26.81727628,26.35042866,26.31541264,26.33407263,26.15621354,26.09284987,26.03132593,25.98639049,25.98639049,1.076841791
