Timestamp,exp_inlet,exp_outlet,exp_heatgen,heatgen_m1,heatgen_m2,heatgen_m3,heatgen_m4,heatgen_m5,heatgen_m6,exp_flowrate,Tamb,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,DNI
46099,42.98155502,57.8406974,72.98888005,12.16897969,11.00647411,8.054868857,13.33887015,12.39552289,16.02416435,1.11933427,21.77194252,41.42849851,38.93046941,41.44640148,41.62704125,43.77006587,43.62176689,45.30779889,45.22989218,48.07343462,47.60916056,50.08878906,49.96962615,52.96033864,52.96033864,663.6221576
46109,43.03099527,57.66614321,71.30139572,12.12283572,10.86504451,8.215116714,13.3098611,11.32912358,15.4594141,1.119267897,21.72736666,41.48895032,38.97963454,41.61753546,41.66431489,43.74877399,43.59208177,45.38209977,45.23648223,47.90394928,47.63631108,50.00779042,49.95881475,53.05204055,53.05204055,664.5281955
46119,43.049411,57.65139489,70.29843089,11.54124989,10.83321619,7.914352883,12.20647518,12.64882126,15.15431549,1.119201968,21.69651197,41.54384442,39.03024862,41.72334008,41.73191997,43.85321965,43.65141527,45.40036208,45.34691882,48.17032556,47.65657691,50.32635135,50.04946261,52.97852711,52.97852711,664.2437418
46129,43.09372523,57.59677537,71.74312194,12.22327891,10.51434933,7.827996817,13.65770892,12.97030784,14.54948012,1.119118486,21.71883489,41.5851146,39.08841824,41.70321143,41.79498674,43.96401213,43.75020833,45.52822742,45.39394903,48.34243963,47.75981218,50.3441048,50.13695331,52.77998778,52.77998778,664.1584056
46139,43.11049402,57.49743291,70.26716574,11.71527871,10.77225732,8.077562154,13.72430096,11.86465399,14.11311261,1.119076772,21.72812773,41.64091744,39.15769499,41.78493959,41.83874312,44.08975282,43.76101641,45.55554921,45.42172657,48.15594096,47.80426731,50.33658332,50.10708909,53.17141768,53.17141768,664.4238958
46149,43.14471286,57.68079982,71.09606763,12.02079698,11.17451669,7.886267213,13.34463392,11.65740063,15.01245221,1.119026326,21.74856765,41.69491282,39.21252663,41.78161005,41.9129408,44.01238743,43.86593133,45.5774486,45.49299168,48.41053687,47.88015141,50.30831478,50.19706767,53.12810886,53.12810886,665.3341478
46159,43.18570201,57.87196511,71.06303364,12.03282606,10.51047114,8.080195564,13.16116402,11.73479698,15.54357987,1.118952091,21.75879259,41.76193762,39.26477416,41.86716309,41.97677416,44.1366345,43.90631015,45.66101666,45.56773484,48.40423273,47.93035089,50.4820735,50.2995368,53.30313425,53.30313425,665.5374795
46169,43.21856324,57.82589706,72.17973429,12.75322225,10.67076031,8.300754299,13.16664551,12.03757335,15.25077857,1.118917802,21.72720896,41.78825494,39.32495817,41.96369341,42.0167111,44.26761814,43.93960896,45.68702457,45.59261255,48.48599328,47.94727401,50.46580067,50.29251356,53.44656361,53.44656361,666.3328965
46179,43.24446767,57.59613255,69.84593855,11.77139714,10.99654154,8.323665444,12.27875785,11.7834133,14.69216327,1.118864391,21.69936145,41.85742119,39.39639479,41.9596787,42.08404756,44.28428856,44.00049126,45.79672204,45.66609402,48.63319004,48.01836597,50.59926123,50.34250514,53.26629413,53.26629413,666.561513
46189,43.275427,57.97365128,73.79420635,12.08583569,12.07873481,8.293906764,13.16872311,12.55168209,15.6153239,1.118814925,21.69191944,41.90301629,39.4576499,41.95437639,42.14507329,44.40798154,44.06028741,45.8048203,45.70860571,48.47612557,48.09289433,50.7390763,50.39638084,53.26196376,53.26196376,667.3706259
46199,43.30151022,58.14465264,71.06348199,11.03891592,10.70182829,8.151673479,13.77477201,11.19430876,16.20198353,1.11875471,21.66962837,41.95269746,39.49670364,42.03827969,42.17453781,44.33790068,44.1352684,45.9107102,45.76583144,48.60168651,48.10188299,50.74692066,50.40467825,53.51414392,53.51414392,667.6940603
46209,43.33190651,58.40112595,72.74271255,11.69837631,11.24931602,8.279930568,12.54591971,11.92237594,17.04679401,1.118705762,21.69090634,42.00997511,39.55738158,42.1447886,42.23838867,44.38260166,44.15844296,45.88111035,45.81048236,48.51860252,48.10532647,50.67253121,50.46880945,53.39168986,53.39168986,669.1879692
46219,43.37197545,58.0580489,72.1095614,12.74946439,10.306481,8.122850429,13.52108724,12.10281353,15.30686481,1.118642337,21.67851254,42.06154594,39.62380414,42.17378711,42.31469452,44.54420587,44.22488247,45.95085538,45.86687553,48.60447727,48.16433509,50.67413654,50.54035573,53.46085276,53.46085276,670.089793
46229,43.40093362,58.13941171,72.34219201,12.40540169,10.60326104,8.152963023,13.53204429,11.72140801,15.92711396,1.118585911,21.66445174,42.11283945,39.67440984,42.24885503,42.36688517,44.61782786,44.28651088,46.02575463,45.88518961,48.69684997,48.28972748,50.7172021,50.65471415,53.71190682,53.71190682,669.0994725
46239,43.41906932,58.05136992,71.96372965,12.22755419,10.91783312,7.955612926,13.57110221,12.15576236,15.13586485,1.11853909,21.63651747,42.15220843,39.74286308,42.27723522,42.40125182,44.51708088,44.34190124,46.08355929,45.97401074,48.80513869,48.30518171,50.93000137,50.69631149,53.35957846,53.35957846,669.6157034
46249,43.47397694,58.25873518,72.03200315,11.83564466,10.50846938,8.460888269,13.51101643,11.72443064,15.99155377,1.118457178,21.59364275,42.21364908,39.78806341,42.36611874,42.43044709,44.45694148,44.38759441,46.05065402,45.9827514,48.83260881,48.40722441,50.96938584,50.74562754,53.58446181,53.58446181,671.261321
46259,43.50259063,57.99718464,70.36379664,11.68630041,10.36248689,8.363685803,12.6610008,12.50333902,14.78698372,1.118388249,21.57457647,42.26202991,39.83691533,42.44472463,42.50265224,44.69375859,44.39373691,46.17425119,45.95176481,48.7854238,48.38985018,50.94369672,50.70752751,53.59394268,53.59394268,671.6395391
46269,43.53804887,58.25927976,72.05048214,11.95750123,10.83339449,8.440127437,12.88967084,12.19666702,15.73312112,1.118349664,21.58135291,42.34345222,39.90318729,42.45197356,42.57566051,44.78883996,44.51127537,46.33439566,46.05920155,48.91861103,48.47675968,50.90121632,50.82384854,53.77512576,53.77512576,671.3350683
46279,43.57990955,58.5651745,73.29544624,12.25008844,11.18955555,8.042326815,12.82484507,12.04988167,16.93874869,1.118290176,21.5524653,42.3881787,39.97795263,42.51599263,42.63149919,44.81920485,44.54028732,46.2950275,46.17485989,49.01663737,48.52601812,50.98580399,50.84370476,53.57405693,53.57405693,672.9648829
46289,43.5883901,58.16856256,72.07945771,12.31021596,10.88706503,7.887138005,13.2561014,12.22852055,15.51041677,1.118243491,21.56001348,42.41764622,40.02782372,42.57972783,42.68774049,44.8728546,44.63020334,46.3963612,46.21102761,48.98813862,48.58945895,51.0550024,50.920804,53.92346093,53.92346093,672.725731
46299,43.61407793,58.08733701,70.55367754,12.55447968,10.21205935,7.870310937,13.36621934,11.87108208,14.67952616,1.118202871,21.58421027,42.48854053,40.06627455,42.57894667,42.7375141,44.92027494,44.71433795,46.60957016,46.32855005,49.10700376,48.63742508,51.22263811,51.02507947,53.76007798,53.76007798,673.1724287
46309,43.64095711,58.10145224,72.03046606,12.45896565,11.30097745,7.975773816,13.85041046,12.004086,14.44025269,1.118131957,21.58114756,42.53161044,40.1012702,42.73042018,42.79759451,44.92316409,44.75936912,46.47308458,46.38257609,49.21737494,48.75325393,51.3213524,51.08433928,53.95814919,53.95814919,674.4745948
46319,43.68090605,58.48895908,72.92560951,12.27371783,10.70416904,8.150679895,13.7824459,12.03695621,15.97764063,1.118082955,21.58777142,42.55653266,40.15534216,42.76304446,42.84474911,45.02482941,44.7994257,46.77959166,46.46421576,49.34016757,48.764052,51.43675704,51.1262428,54.36509413,54.36509413,673.4115806
46329,43.70542923,58.51504273,71.82971317,12.56143651,10.90472542,8.306161913,12.42294963,11.42243294,16.21200676,1.118011731,21.58297927,42.63232954,40.20301131,42.77298793,42.90214878,45.15007832,44.870554,46.66850887,46.5420402,49.31148305,48.87314171,51.5145366,51.20832265,54.15507495,54.15507495,673.9109549
46339,43.74547392,58.59560186,73.43276836,12.59839077,11.50042955,8.192277889,13.73484595,11.2807731,16.12605109,1.11794805,21.59550319,42.64957002,40.24491527,42.96853076,42.93889874,45.08279987,44.94643596,46.75107236,46.57348087,49.42008001,48.92734092,51.50844107,51.30437952,54.36260197,54.36260197,674.0679313
46349,43.77940442,58.60410063,72.18179732,11.85656854,10.80770301,8.538940515,12.97682154,11.9283441,16.07341961,1.117879879,21.5979189,42.68679507,40.29635627,42.78936113,43.01763512,45.2875504,44.96569642,46.99876157,46.63751256,49.48352869,48.96958141,51.6518374,51.37473856,54.19198946,54.19198946,673.9394003
46359,43.81781753,58.23558696,70.82084828,12.00654499,10.82136377,8.453868633,13.48253185,11.78533715,14.27120189,1.117827118,21.5785532,42.73072921,40.3443819,42.90283677,43.06337224,45.326184,45.07410599,46.97559958,46.7159219,49.67713582,49.11876996,51.67451566,51.43327233,54.5169132,54.5169132,673.928865
46369,43.84852961,58.45623499,70.65260272,11.85935617,10.77906182,8.086137245,13.179536,11.58112297,15.16738852,1.117761667,21.55915112,42.76225007,40.38050444,43.11087798,43.0980606,45.38209627,45.06343725,47.0527013,46.79145512,49.60668004,49.10474575,51.62940353,51.49570587,54.5096886,54.5096886,674.0890019
46379,43.87460917,58.75388369,71.42798793,11.69663113,10.2947979,8.342666669,13.11628755,11.51582354,16.46178114,1.117720761,21.57708001,42.80555021,40.41505273,43.07209128,43.15087681,45.3861297,45.16803759,46.91242892,46.81674764,49.66713782,49.19141954,51.75312828,51.55473522,54.77317195,54.77317195,674.3155114
46389,43.90600522,58.76587751,72.59012418,12.6048243,10.4633566,8.268633808,13.25210336,11.78603217,16.21517393,1.117639775,21.53106425,42.84419051,40.45325071,43.0453084,43.18701076,45.40408329,45.18055853,46.99618007,46.8310624,49.74982119,49.25990429,51.86860916,51.62965016,54.75635844,54.75635844,675.1530696
46399,43.943911,58.5298526,71.67945765,12.66023694,10.71681873,8.164126294,12.8863047,12.12377047,15.12820052,1.117605966,21.48822589,42.88996219,40.51192713,43.13012151,43.24365791,45.49753921,45.20540784,47.16799773,46.95540391,49.72740975,49.30093647,51.7675557,51.68008629,54.77474694,54.77474694,674.383991
46409,43.96402539,58.68059534,71.3062196,12.24996431,10.30195882,8.144958792,12.9618865,11.76370776,15.88374342,1.11751861,21.46517412,42.92110836,40.52974194,43.19366569,43.27819754,45.44529245,45.2849616,46.98871237,46.95320228,49.83333507,49.34118837,51.95651504,51.69322191,54.63753534,54.63753534,675.5365554
46419,44.00777728,58.86669079,72.4653357,12.17351839,10.39790953,8.280907988,12.95447914,12.14807434,16.51044632,1.117479172,21.51542755,42.94021832,40.56437943,43.30476918,43.33019187,45.59116312,45.3108293,47.15499168,46.98197737,49.81939072,49.38571924,51.89006975,51.69980982,54.60022772,54.60022772,674.156428
46429,44.05080211,58.80837387,71.99260991,12.28223473,10.47110728,8.263740509,13.53784747,11.47085379,15.96682613,1.117420886,21.47834078,42.98874118,40.62240569,43.34288069,43.34603734,45.51527936,45.40907952,47.38267146,47.07377007,49.91799484,49.46064648,51.9736638,51.84405292,55.06778576,55.06778576,674.2154258
46439,44.07109799,58.74123597,71.19133479,12.39966332,10.52576114,8.321578575,12.6757203,11.75790315,15.5107083,1.117377752,21.47550505,43.01552159,40.66009622,43.29514091,43.39276959,45.64457207,45.40070881,47.22846362,47.0816936,50.052065,49.46697605,52.10237045,51.84811833,54.65736511,54.65736511,674.4925048
46449,44.0947316,58.8502047,71.46310882,11.95495674,10.95478418,8.359949533,12.76584627,11.60747328,15.82009882,1.117310027,21.51341729,43.09204997,40.70671381,43.35472813,43.45793433,45.66230275,45.44086086,47.3429544,47.12043743,49.9988735,49.52958496,52.08373431,51.93812865,55.1560582,55.1560582,674.1501068
46459,44.13519276,58.77806608,71.41466089,12.26607703,10.33296102,8.333780415,13.1390708,11.59465474,15.74811688,1.11726306,21.57175851,43.11480415,40.7508746,43.40284084,43.46979541,45.873814,45.48757459,47.30706869,47.17681585,50.06371283,49.54951927,52.16944556,51.94608493,55.17682312,55.17682312,674.1300897
46469,44.17971366,58.86591683,71.85792653,11.5419202,11.18896541,8.258643823,13.31143342,12.03525831,15.52170537,1.117188631,21.60164866,43.17193678,40.80975957,43.44534355,43.53190077,45.7882087,45.56995827,47.46530946,47.20843991,50.15642957,49.67003504,52.12185542,52.02967231,54.87934413,54.87934413,674.5673056
46479,44.19703477,58.96731882,71.70088121,12.27397871,11.44125184,7.972685597,12.80732916,11.53165871,15.67397719,1.117153155,21.60409957,43.21266169,40.86192587,43.69665881,43.55492477,45.8077959,45.63302002,47.38425688,47.29245325,50.12134309,49.67286212,52.24750519,52.08816605,55.03471455,55.03471455,674.9802903
46489,44.24408575,58.88172015,72.09216288,12.53052394,10.6483884,8.130801467,13.57480216,12.02181709,15.18582983,1.117074274,21.64273492,43.25820465,40.90994021,43.65219517,43.6081653,45.86727986,45.64225056,47.48617639,47.329259,50.2388622,49.73443637,52.46694129,52.07887328,55.29856176,55.29856176,675.5723755
46499,44.26063097,58.77528336,71.7964155,11.91658037,10.91399562,8.385254238,13.454048,12.56701065,14.55952662,1.117048968,21.67844587,43.2778113,40.94812719,43.65958389,43.63887801,46.05751367,45.67087614,47.48356171,47.34269839,50.44203654,49.77087714,52.43143659,52.19459032,55.19134985,55.19134985,674.6515882
46509,44.30186032,59.1833705,72.28078937,11.68210693,10.71808183,8.235684959,13.06684389,12.15291819,16.42515355,1.117008928,21.71908837,43.32540926,40.99480911,43.638891,43.71934152,45.94905849,45.79444967,47.48669084,47.40597338,50.44403106,49.83020601,52.49719753,52.21957012,55.38163271,55.38163271,673.4073665
46519,44.33987053,58.84871281,70.7603598,11.88838866,11.20614576,8.128307242,12.66396465,12.17302558,14.70052791,1.116954856,21.70356152,43.36749197,41.01398622,43.59501933,43.7493932,46.08068392,45.85704976,47.60392214,47.47098463,50.42226545,49.88765738,52.5313416,52.33890447,55.15093772,55.15093772,673.701302
46529,44.34832377,58.93948389,72.26263731,12.02062934,11.01914183,8.360654572,13.86056453,12.09408391,14.90756313,1.116879019,21.72834659,43.42145214,41.06090588,43.72620758,43.80832482,46.03675381,45.90343357,47.65544472,47.57134608,50.44209947,49.99145876,52.57345536,52.4134724,55.25507937,55.25507937,674.6663377
46539,44.38302218,59.01103325,71.08745315,12.11850337,10.70374147,7.954124152,12.83392755,12.26815213,15.20900448,1.116825457,21.75647389,43.45729974,41.10342401,43.82284765,43.84461461,46.24249194,45.95279201,47.7458801,47.58989689,50.54206039,50.05962897,52.58360705,52.47747993,55.4917419,55.4917419,673.5000773
46549,44.42204048,59.31308567,72.99759173,12.17477655,10.5591872,8.598509092,13.51222188,11.59688755,16.55600947,1.116798842,21.74352754,43.50462195,41.1365595,43.90640211,43.89101506,46.26640175,46.00545312,47.77315385,47.65809198,50.53543984,50.10400992,52.69032541,52.58781029,55.5643179,55.5643179,673.2156236
