Timestamp,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,Tamb,DNI
51678,50.66783637,9.166722524,6.249969924,3.867553366,11.46141176,10.26945749,9.6527213,3.203788542,23.26935976,24.71173134,24.75702573,25.60362051,25.22480169,25.4973433,25.16438132,25.31657887,25.47728548,25.52662245,25.48120485,25.45215503,25.44270214,25.44270214,26.42361097,1.127279654
51688,50.69243018,10.04393531,6.075698353,3.878661301,11.18059462,9.387438396,10.1261022,3.203530931,23.26330762,24.71053067,24.76657628,25.59873391,25.22867639,25.50421413,25.16641129,25.3163027,25.49107292,25.51827735,25.48992018,25.46017892,25.43804537,25.43804537,26.5350474,1.109369604
51698,50.41669323,9.657040619,5.73167218,3.757973198,11.34981685,10.66878883,9.251401556,3.203470886,23.25524569,24.71625993,24.77436352,25.60244602,25.23492642,25.49616869,25.15536527,25.31425113,25.49593814,25.52775329,25.49363266,25.46412207,25.45005814,25.45005814,26.54406412,1.103048409
51708,50.43671025,8.888727024,6.405883557,3.907057183,10.68497081,10.79899916,9.751072503,3.203209197,23.26080332,24.72564148,24.79060595,25.61191063,25.24116582,25.51670038,25.17613404,25.31956774,25.50863133,25.53791017,25.49825674,25.47358789,25.46298242,25.46298242,26.54841179,1.164153288
51718,48.48244733,9.40210008,6.255119031,2.987821417,11.23463616,9.756118256,8.846652385,3.202986615,23.25273079,24.72930385,24.78100125,25.60961854,25.23426088,25.49896153,25.16415509,25.31243271,25.49942262,25.53515684,25.49342838,25.47014274,25.4602289,25.4602289,26.563474,1.127279654
51728,51.31703312,9.746632984,5.96967552,3.559653394,11.37112214,10.1946331,10.47531599,3.202809829,23.26276598,24.73854477,24.79024117,25.62839191,25.24658397,25.518659,25.18178313,25.32636899,25.51220378,25.53848552,25.50966779,25.48592139,25.47324107,25.47324107,26.6358315,1.077881214
51738,49.62585419,9.511497713,5.930777217,3.441839598,11.20853958,9.654034087,9.879165993,3.202643535,23.24066252,24.73288121,24.78091844,25.60864144,25.23582008,25.49544831,25.17563093,25.31491414,25.49775378,25.52426642,25.50812837,25.47331547,25.4569461,25.4569461,26.68272458,1.146243237
51748,49.60013435,9.278915339,6.103216279,3.162735134,11.42133176,10.35072881,9.283207033,3.202536256,23.23565604,24.74209946,24.79631151,25.6165551,25.24143045,25.50981807,25.1736313,25.31706532,25.50382389,25.53356394,25.50382389,25.47615799,25.45886644,25.45886644,26.67632872,1.072684101
51758,50.82423496,9.645671737,6.008283543,3.552309705,11.57466384,9.777285737,10.26602039,3.202239945,23.25546779,24.75370132,24.81340138,25.63171341,25.25820822,25.51506455,25.18764276,25.3340725,25.5035373,25.53466059,25.51275911,25.47656305,25.46111595,25.46111595,26.68494208,1.154671496
51768,49.69022585,8.903600535,5.907777796,3.502005822,12.00993489,10.15120347,9.215703328,3.202042164,23.26026306,24.74860425,24.80647516,25.62128399,25.24892819,25.50348126,25.17421103,25.32317903,25.49794814,25.53160754,25.50809218,25.47950418,25.46082936,25.46082936,26.74121996,1.09883428
51778,50.12385824,9.332620206,6.250188973,3.917991758,11.82098537,9.519914439,9.282157495,3.201904175,23.27006325,24.76858916,24.83057449,25.63913118,25.25732703,25.52686341,25.19437173,25.3327302,25.52109986,25.55591122,25.5307826,25.50219521,25.47245429,25.47245429,26.68138259,1.140246568
51788,50.32746037,9.572462926,5.574828011,4.008282777,11.66968793,9.448116943,10.05408178,3.201653188,23.27100064,24.77682616,24.83629461,25.64698203,25.2605687,25.53817317,25.19323197,25.34980648,25.52526291,25.55638558,25.53978694,25.51189141,25.48676177,25.48676177,26.64886465,1.126226122
51798,51.37726568,9.98943508,6.330363517,3.80829736,11.87588038,10.08232367,9.290965678,3.201393097,23.26819771,24.78501889,24.84151312,25.65294476,25.26999252,25.53722035,25.19573803,25.33248225,25.52707659,25.56119615,25.5266155,25.50609713,25.49341704,25.49341704,26.70220176,1.104906201
51808,51.95502657,9.861084023,6.385340182,3.459007724,11.45546161,11.1209307,9.673202339,3.201210561,22.5886869,23.7737175,23.9811197,25.3438994,24.71838514,24.89971065,24.79728621,24.96291371,25.21384428,25.21914826,25.32245522,25.38148334,25.54033599,25.54033599,26.68957476,1.115690798
