Timestamp,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,exp_flowrate,DNI,Tamb
43961,97.24141011,19.98058364,15.54118261,7.520300192,21.28995072,19.44046112,13.46893183,33.07429262,32.00806929,33.95656032,34.11073628,35.62630037,35.44565071,36.17902456,36.07608074,38.15226023,37.8872541,39.7830728,39.65588884,40.96936864,38.90591925,2.497129726,625.0312663,25.39120767
43971,96.42675914,19.52779084,15.53139915,6.254294113,22.00236991,20.07075645,13.04014868,33.18767804,32.11535416,34.02011165,34.22538347,35.74032948,35.56084075,36.17088997,36.18960612,38.33573618,38.00697281,39.96469164,39.80818041,41.08012772,39.02211413,2.496575879,625.3167736,25.45337038
43981,96.86589302,19.96160813,14.97699589,7.412735305,22.69778597,19.17882649,12.63794122,33.30283982,32.21040034,34.15786032,34.31779814,35.77895798,35.65953475,36.38272324,36.33594056,38.55034279,38.11843407,39.98952565,39.92583319,41.1587942,39.15350645,2.496079027,625.6307262,25.38876528
43991,95.52042539,19.20868863,15.53093415,7.288570385,20.96143519,18.73782232,13.79297471,33.40873363,32.29542889,34.1698749,34.43913719,35.95469601,35.78117937,36.49242166,36.41027363,38.45575832,38.29448184,40.12297919,40.06065886,41.40662198,39.25928957,2.495491682,625.8488074,25.41238946
44001,97.08765207,19.07196927,15.37347902,7.11428877,21.74123642,20.13550702,13.65117157,33.50159943,32.37889939,34.24024098,34.51568311,36.01606807,35.8329719,36.52729566,36.49580732,38.61765782,38.31904786,40.28418613,40.09246487,41.42476008,39.35074921,2.495173813,625.3410048,25.40502265
44011,99.88207477,21.21740847,15.58294669,7.331256614,22.11126616,20.13306135,13.50613549,33.61828408,32.46644262,34.53775305,34.6080281,36.12928457,35.94164158,36.65734201,36.58433287,38.74290451,38.39991045,40.36536349,40.22687321,41.54538482,39.46567393,2.494471175,624.9627867,25.41481752
44021,97.5210771,19.47131924,16.30544495,7.04621965,22.53915289,19.37309663,12.78584375,33.7183387,32.5610375,34.46226591,34.70136199,36.2934665,36.07457958,36.76259013,36.65833249,38.85911186,38.48267169,40.3743094,40.32178097,41.5702228,39.58135192,2.493976903,625.2535616,25.40262319
44031,96.51075736,19.04107307,15.42817024,6.805391052,20.88684645,20.1120779,14.23719865,33.86989883,32.70560567,34.56525628,34.82970162,36.33649728,36.22512364,36.88977366,36.8354851,38.87540357,38.70143491,40.66568544,40.45174503,41.84222418,39.72869152,2.493396865,625.3768249,25.36152447
44041,99.96989063,21.01917931,15.43289039,7.43375912,21.82663186,19.10124771,15.15618223,33.97308517,32.80617867,34.8594761,34.91451467,36.42210513,36.3066323,37.03281282,36.93040559,39.06258051,38.76112862,40.62706935,40.51248387,41.99304358,39.82814408,2.49284478,625.7887561,25.32331926
44051,100.104381,20.99023225,16.15210698,7.501695485,21.869644,19.87318647,13.71751583,34.06731488,32.90354402,34.95441778,35.03082526,36.60898467,36.39791993,37.13088135,37.01274641,39.14954407,38.84265073,40.78438231,40.65276232,41.99304732,39.92710553,2.492353618,625.7750602,25.26225312
44061,99.00309637,18.81215062,16.29554789,7.421992595,21.75477145,20.1582287,14.56040511,34.19172754,33.00877208,34.84733502,35.13502142,36.72762989,36.4949112,37.22028284,37.10352582,39.22967914,38.98997134,40.96009017,40.7657532,42.18878142,40.03903028,2.491674409,625.8235227,25.19116615
44071,94.26432785,18.77715736,14.62667379,7.566829327,21.09803235,18.35241135,13.84322367,34.29707278,33.10198455,34.93751012,35.23821817,36.66802106,36.57835689,37.31803801,37.237548,39.29994632,39.11056355,40.90456888,40.85888338,42.21210158,40.15769191,2.491155011,626.6442244,25.17753148
44081,99.99792676,21.51063478,14.93276855,7.618271357,21.71582795,20.42342083,13.79700329,34.39871291,33.19379933,35.2969523,35.33383033,36.79384751,36.67613255,37.42099156,37.33207287,39.45528813,39.16896476,41.16581787,40.99992406,42.3488944,40.26743568,2.490655788,626.6231537,25.17352952
44091,99.83547649,20.80647135,15.61539857,7.359049497,21.63599017,19.95115739,14.4674095,34.52619763,33.32022106,35.35503113,35.45572274,36.98286156,36.80950844,37.52920126,37.45169041,39.56762491,39.31182899,41.26299194,41.13301671,42.54788567,40.38583227,2.490037572,626.3460747,25.17723141
44106,97.92270577,19.76163713,15.55723353,7.073527131,22.17297519,19.13063809,14.2266947,34.58072269,33.35808345,35.29091323,35.49581228,37.01742124,36.87167418,37.56351584,37.47711637,39.64579229,39.35268919,41.22380273,41.1483618,42.53983452,40.4243803,2.489778197,626.4956763,25.18260128
44111,99.3428669,19.71114532,14.62440377,8.02535651,22.21322529,19.93406035,14.83467567,34.76542992,33.53959362,35.46812903,35.65707067,37.08792008,37.01334311,37.79854275,37.65449449,39.82783302,39.52681226,41.47715763,41.30926305,42.76068542,40.61880155,2.488946655,626.3092011,25.14426052
44121,98.01021716,20.27640134,15.42615519,7.084301716,21.1746272,19.77026638,14.27846534,34.88705067,33.64854672,35.63279488,35.76626106,37.27586425,37.13858919,37.83185879,37.75003867,39.82218719,39.6342567,41.56897451,41.41267967,42.80996995,40.71227718,2.488434638,626.9908366,25.13333504
44138,99.0535889,20.30957176,15.97485239,7.422653072,21.73389025,19.6108523,14.00176914,34.94545338,33.70143655,35.6892728,35.81822324,37.38179095,37.19527482,37.92178048,37.8483993,39.97564331,39.66465021,41.58409802,41.46892493,42.83937354,40.77014737,2.488006474,627.4048748,25.15571764
44141,98.89488759,20.75373561,16.52581586,7.204717116,20.84676169,19.99206013,13.57179719,35.11418923,33.86786148,35.89928636,35.98294201,37.60052807,37.34815817,38.05337298,37.99868586,40.03921636,39.83357687,41.79044715,41.69891624,43.02735595,40.93595735,2.487865274,628.1065274,25.14794781
44151,97.26853295,19.42514517,15.78602458,6.893522769,21.66232664,19.57728847,13.92422532,35.20610321,33.9722732,35.87452154,36.07341262,37.61929239,37.47043329,38.14549606,38.09104132,40.21237038,39.95762882,41.87477611,41.73987169,43.10343084,41.0444374,2.486728692,627.7767717,25.15732684
44161,98.03634103,19.78730407,16.20718885,7.107879116,21.60931384,19.45790411,13.86675104,35.30915597,34.06180542,35.99991385,36.17478516,37.7622318,37.55913904,38.25533496,38.20430299,40.32087194,40.06456229,41.97040696,41.85799674,43.21620436,41.15626969,2.486221986,627.330074,25.21660618
44171,96.66443661,18.55042567,15.98985903,6.514613566,21.93396446,18.96859228,14.7069816,35.45285669,34.19326081,36.01063198,36.3092425,37.87575689,37.72875566,38.36698742,38.32735068,40.47620458,40.23584889,42.09418752,42.00154467,43.44237652,41.29285957,2.485659251,626.8475561,25.20113558
44181,99.45361612,20.33544967,15.54096455,7.177671104,21.7647633,20.09442056,14.54034693,35.54785781,34.27351745,36.26619033,36.39960471,37.92246549,37.78891732,38.49225808,38.4373647,40.57009618,40.2851889,42.25424332,42.1248312,43.54964135,41.38055113,2.485130012,628.0401548,25.22696153
