Timestamp,exp_inlet,exp_outlet,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,Tamb,DNI,m2_T_WB,m3_T_WB
47760,58.0972771,64.51115888,61.47568552,11.35884378,8.79458116,5.24908401,11.81969562,16.13703823,8.116442725,1.618310014,56.33883375,58.03425378,58.04111559,59.353794,59.20583343,59.98931125,59.7520506,61.51625733,60.98568871,63.39430162,63.29969935,64.51115888,25.28587014,652.2081878,84.19954197,72.82277824
47770,58.13225345,64.51646967,61.33135702,10.84255479,8.75014851,5.161408208,11.15578686,17.27263866,8.148819987,1.61818052,56.36244911,57.9809374,58.06912885,59.37527977,59.22529982,59.99575281,59.80473455,61.46997957,60.97260792,63.55092677,63.30008017,64.51646967,25.25554505,650.6110327,84.19301777,72.82883726
47780,58.15287949,64.49334718,62.29036777,11.42684349,8.611363768,4.911554679,12.17717066,17.29574743,7.867687744,1.618108559,56.37878573,58.08456774,58.07627683,59.36176825,59.23738365,59.97057314,59.79189894,61.60968865,60.99702306,63.57890621,63.31887059,64.49334718,25.16491667,649.8703994,84.18290292,72.83081793
47790,58.20523416,64.52697635,60.52849546,10.79414715,8.735214535,4.828295724,11.61229035,16.59413826,7.964409437,1.617944132,56.40850428,58.02000208,58.09987929,59.40399149,59.27107729,59.99191126,59.8356857,61.56932709,61.02373703,63.50113677,63.33794047,64.52697635,25.07009949,649.8071875,84.19133707,72.86505047
47800,58.24619089,64.5465465,62.09628338,10.87735936,8.844287002,5.205227896,12.00051363,17.2066966,7.962198895,1.617809806,56.432466,58.05652169,58.09276485,59.41327051,59.26913068,60.04630275,59.82004687,61.6117963,61.04333046,63.61239456,63.35774194,64.5465465,24.97328937,650.655281,84.21532333,72.8728391
47810,58.27390461,64.64859204,61.75722003,10.85735509,9.223910993,5.164254926,11.63306261,16.21007943,8.668556978,1.617704508,56.46480571,58.08598016,58.14204595,59.51932142,59.29099408,60.06209883,59.84482321,61.58182303,61.07123554,63.4916562,63.35423969,64.64859204,24.90354595,649.8588105,84.19661602,72.89898104
47820,58.28645114,64.53494581,61.5490351,10.70916861,9.378611956,4.992718469,11.33820946,17.27693057,7.853396025,1.61766008,56.47619905,58.07529084,58.1191003,59.51951353,59.30802528,60.05353741,59.86544183,61.55846192,61.08129923,63.66108846,63.36227765,64.53494581,24.82898609,648.6398736,84.181249,72.93477883
47830,58.30345777,64.68793425,60.99155747,10.23841485,9.230771386,4.866257753,11.30778531,16.60236983,8.745958342,1.617600182,56.48283249,58.01168799,58.15699958,59.53538831,59.31581883,60.04247476,59.856623,61.54516268,61.06642707,63.54558276,63.38194044,64.68793425,24.81233245,647.109091,84.15430717,72.8810549
47840,58.35247377,64.63890839,62.67312465,11.20866455,9.07801053,5.22048178,11.62054123,17.11243534,8.43299121,1.617439596,56.509328,58.18323261,58.1604182,59.51613044,59.30845872,60.0880867,59.86699751,61.60241187,61.08734127,63.6429164,63.37952349,64.63890839,24.85542548,646.1113958,84.11002648,72.89404476
47850,58.37327507,64.61686003,60.95999662,10.72050808,9.000879675,4.95424083,11.30149802,16.90294436,8.079925659,1.617366348,56.5283955,58.12947121,58.17425768,59.51851205,59.30769728,60.04759828,59.88935618,61.577201,61.1025096,63.62691362,63.41014738,64.61686003,24.8036345,646.7382476,84.17018271,72.87390363
47860,58.41600116,64.68794517,61.73213374,11.04539544,9.453791498,4.983695574,11.3905136,16.67767299,8.181064638,1.617217506,56.5692725,58.21902099,58.21698771,59.62901305,59.37577565,60.12014413,59.90130252,61.60259811,61.11961024,63.6105999,63.46601526,64.68794517,24.82391713,648.3153856,84.12636075,72.90194626
47870,58.47647956,64.75029911,61.73127632,10.39296708,9.102461965,5.17987182,11.59450184,16.94393474,8.517538873,1.617016716,56.59921812,58.15171217,58.21614839,59.57586771,59.39020364,60.16396922,59.97116871,61.70314718,61.16543701,63.69650997,63.47795519,64.75029911,24.88022181,645.2885871,84.1543226,72.8850298
47880,58.51178805,64.7330908,61.77356452,10.59211591,9.097174529,5.138938395,11.72588769,17.12415983,8.095288175,1.616894204,56.6312807,58.21364335,58.2382081,59.59724055,59.37969755,60.14740669,59.94158624,61.69332375,61.17266214,63.73085082,63.52373076,64.7330908,24.8545794,647.253425,84.21145647,72.91473822
47890,58.55502341,64.72356761,62.15534023,11.04314007,8.941550042,5.145976953,11.82825994,16.77317279,8.423240434,1.616762151,56.66640553,58.3162817,58.26662368,59.6025164,59.40405739,60.17288081,59.9980374,61.7652127,61.17546679,63.68142596,63.46511181,64.72356761,24.85913339,645.8279956,84.2081144,72.92008182
47900,58.58595304,64.76137309,61.60487403,10.44354694,9.200832872,5.289844519,11.41016101,16.92190034,8.338588345,1.616658761,56.67859971,58.23899477,58.28497854,59.65969675,59.40758525,60.19795344,59.99864648,61.70346563,61.21309278,63.74143395,63.51548488,64.76137309,24.92294474,644.3151231,84.11026315,72.94012629
47910,58.60826749,64.74688763,61.35581813,10.58605716,9.254374152,4.65859158,11.73842077,16.60158528,8.516789193,1.616587908,56.69115021,58.27290738,58.31942558,59.70220413,59.48152789,60.17760958,59.99737963,61.75132172,61.22057599,63.70116684,63.47431823,64.74688763,24.90194226,647.9519169,84.20565844,73.00300069
47920,58.64732179,64.80109073,61.45278044,11.00699969,9.107877277,4.880528876,11.53770303,16.61368677,8.305984795,1.616464561,56.72335417,58.36813362,58.33714644,59.69813943,59.47903433,60.2083333,60.03798147,61.76206409,61.24343502,63.72602349,63.55992479,64.80109073,24.95014126,649.1866569,84.24528352,73.07151989
47930,58.6718416,64.67631754,61.26112187,11.00996821,9.391114462,4.998881191,11.57888356,16.80904954,7.473224908,1.616356407,56.75196251,58.39729563,58.35111278,59.75452389,59.46268556,60.20971995,60.05418188,61.78453389,61.2459428,63.75789247,63.55951646,64.67631754,24.93922321,649.9841809,84.26750109,73.07812973
47940,58.70092147,64.88952451,61.02242368,11.19930084,8.495355944,4.960954714,11.16097478,16.44353391,8.762303487,1.616282936,56.77827279,58.45197592,58.3734585,59.64306488,59.53710429,60.27850463,60.08683546,61.75481087,61.29630365,63.75374224,63.58002359,64.88952451,24.90530029,653.8032358,84.31280661,73.18305077
