Timestamp,exp_inlet,exp_outlet,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,Tamb,DNI,m2_T_WB,m3_T_WB
48930,60.77084604,67.33269714,65.3238044,10.82562775,10.08672383,5.142487418,11.61631016,17.61873483,10.03392042,1.609104698,58.77245861,60.39753466,60.3745531,61.88870948,61.65700966,62.42896796,62.26190036,64.00566875,63.46300541,66.10782054,65.82646728,67.33269714,25.95912502,664.3334284,87.85024153,75.44842518
48940,60.78868369,67.38073047,65.30545218,10.78235964,10.40448461,5.046658847,12.11735745,16.97040666,9.984184969,1.609043829,58.78566217,60.40430432,60.39733077,61.95924651,61.67461696,62.43221872,62.30170516,64.12075647,63.47634256,66.02393106,65.88190989,67.38073047,26.02025163,665.601524,87.98597435,75.51113903
48950,60.80110264,67.36199777,65.7492212,11.21898546,9.947031067,5.446803008,11.94248723,17.4457002,9.748214225,1.609003801,58.80289223,60.48712231,60.40459008,61.89787029,61.69936845,62.51705999,62.27532083,64.06816532,63.53134079,66.15034526,65.89856458,67.36199777,26.129549,663.1287376,87.95040356,75.53599512
48960,60.82861293,67.29607215,65.33783106,11.1883551,10.03453569,5.359889808,12.1176867,17.55503414,9.082329617,1.608911951,58.81162702,60.49135466,60.42267932,61.929182,61.68514887,62.48983865,62.34475138,64.16400123,63.54716797,66.18273645,65.93252587,67.29607215,26.17603528,662.7420724,87.96467406,75.50908749
48970,60.85431413,67.47780445,66.09435975,11.0963132,10.10562616,5.259478827,12.44251002,17.3062828,9.884148743,1.60882768,58.84151072,60.50750721,60.44546732,61.96272241,61.71824366,62.50789993,62.33388512,64.20199911,63.58270735,66.18106645,65.9938019,67.47780445,26.27465054,661.9209286,88.09425636,75.60162443
48980,60.88231529,67.47910239,66.41597437,11.18157855,9.56873631,5.366735803,12.43124384,17.88860697,9.979072897,1.608737405,58.8744529,60.5533453,60.46225249,61.89897975,61.70586128,62.51166629,62.36344063,64.22996785,63.58355831,66.26949806,65.98076389,67.47910239,26.321757,661.8710363,88.04006114,75.57053255
48990,60.90810686,67.44886053,66.07837002,11.05525854,10.38511255,5.493261348,12.21254668,17.53394599,9.39824492,1.608643527,58.91296472,60.57298729,60.48625309,62.04564866,61.75519631,62.58004702,62.37867832,64.2124756,63.59968642,66.23252815,66.03764988,67.44886053,26.53641747,661.4895682,87.98967907,75.62297744
49000,60.92111844,67.4157167,64.12788459,10.91679843,9.430091836,5.303328949,12.27769008,17.46737239,8.732602903,1.608574415,58.93010848,60.56941074,60.53449866,61.95055219,61.78211017,62.57847544,62.37890063,64.22255885,63.63801525,66.26097319,66.10440041,67.4157167,26.75363039,661.4303211,88.09394508,75.57330865
49010,60.94094215,67.29867759,62.82270034,11.07060184,9.71650933,5.328540422,12.05175718,16.42697469,8.228316876,1.608512932,58.95117414,60.61363557,60.52896774,61.98808642,61.76648849,62.56667018,62.40633804,64.21613861,63.65311272,66.11993541,66.06303931,67.29867759,26.76455722,660.8679935,88.17571072,75.53530236
49020,60.93218514,67.62225045,65.52377074,10.68725545,9.874768845,5.435965675,12.29349083,17.11019098,10.12209896,1.6085215,58.96724102,60.57212715,60.55701163,62.03988809,61.82592032,62.64222962,62.43211972,64.27821136,63.6613998,66.23080673,66.10223286,67.62225045,26.80404704,661.5737615,88.16194389,75.6703488
49030,60.95874059,67.56500569,65.98093187,11.19114228,9.775598884,5.238567787,12.28679853,17.99209384,9.496730562,1.608438005,58.99685389,60.67749504,60.58155142,62.04961191,61.83923358,62.62594082,62.45350287,64.29868531,63.69824067,66.40022164,66.13882453,67.56500569,26.83808031,660.7598936,88.21610698,75.81233513
49040,60.96310073,67.53532048,64.89848058,11.18654698,9.833634519,5.469844701,12.16561711,16.84465039,9.398186869,1.608410014,59.00383879,60.68381909,60.59129781,62.06809956,61.86983433,62.69128811,62.47692119,64.30393689,63.73733976,66.26704627,66.12391366,67.53532048,26.95301539,661.6569153,88.28860598,75.86606246
49050,60.96740707,67.58776238,66.14104392,11.31078927,10.17541401,5.732588861,12.19221509,17.27840591,9.451630763,1.60838624,59.02358765,60.72225159,60.60458074,62.13273306,61.84363564,62.7045607,62.49804317,64.32908038,63.73962458,66.33451025,66.16830845,67.58776238,26.91904975,662.4416793,88.29039147,75.89338208
49060,60.95865747,67.62560617,66.37955436,11.18886397,9.719977879,5.390655074,12.41772687,17.80497019,9.857360372,1.608405858,59.02748239,60.70781499,60.62769438,62.08743111,61.89275588,62.70231916,62.49019546,64.35507748,63.76607463,66.44000755,66.14523747,67.62560617,26.91628406,659.9377103,88.32127597,75.86522652
49070,60.97215502,67.67468049,65.10975233,10.57674284,9.927164026,4.972322237,12.06939239,17.64009641,9.924034414,1.608351458,59.04658452,60.63504309,60.64231567,62.13321784,61.9540214,62.70078512,62.54875716,64.36138796,63.81138735,66.46064929,66.18424834,67.67468049,26.85570461,659.196602,88.27696723,76.00299408
49080,60.96720864,67.60906104,63.86489841,10.67283511,9.667219425,5.482952467,11.54403659,17.40446281,9.093391997,1.608344618,59.06288266,60.66577958,60.66115447,62.11302326,61.9250784,62.74853417,62.56063132,64.2943694,63.79501456,66.4088992,66.24337237,67.60906104,26.84851904,657.3349962,88.30790461,76.00411887
49090,60.97821053,67.70826609,64.62533649,10.16568543,9.886414037,5.397693015,11.9017374,17.56042695,9.71337965,1.608304227,59.08751212,60.61428124,60.68001142,62.16483718,61.93809489,62.74876635,62.59539549,64.38289967,63.83447163,66.47184594,66.2494281,67.70826609,26.72164054,653.7895258,88.19365178,75.93968805
49100,60.98239853,67.69341262,64.83897381,11.4603246,9.597980097,5.481162764,11.89858606,16.727934,9.672986281,1.608278037,59.09198517,60.81322224,60.70259993,62.1441297,61.96134545,62.78456651,62.58836938,64.37542936,63.84515553,66.35753987,66.24061759,67.69341262,26.5425065,655.1012771,88.34750519,75.8903578
49110,60.97561044,67.7806835,65.57130147,10.96248452,9.417315651,5.597621011,11.81053997,17.63771147,10.14562885,1.60828873,59.09946123,60.74591628,60.71578176,62.13016797,61.97339958,62.81410603,62.61185665,64.3856811,63.85406408,66.50307116,66.25691196,67.7806835,26.55897987,653.5400644,88.27947712,75.84077725
49120,60.97154128,67.82140547,65.40486216,10.83778953,9.669713056,5.50954366,11.83586367,17.34079974,10.21115251,1.608287874,59.09372162,60.7214496,60.70273661,62.15503115,61.97045336,62.79793191,62.62146801,64.39909678,63.88205091,66.48646622,66.28779213,67.82140547,26.53361767,654.2686996,88.40219747,75.92362632
49130,60.97822209,67.83210327,64.24393119,10.90800353,9.266319078,5.085410833,11.41339584,17.34495675,10.22584516,1.608256897,59.11787175,60.75617673,60.71457907,62.10631466,61.99866258,62.76245532,62.6135698,64.32778114,63.87841459,66.48350441,66.29625365,67.83210327,26.54507506,654.1845064,88.41043068,75.97141501
49140,60.98712746,67.77605551,65.49345541,11.34830364,10.06618832,5.34647398,11.92461748,16.65092081,10.15695118,1.608190691,59.12983567,60.83434078,60.73156332,62.24349585,61.98177235,62.78480799,62.63547516,64.42654209,63.85615565,66.35710915,66.25049048,67.77605551,26.54587215,655.6823143,88.41305675,75.93119441
49150,60.9669746,67.69906781,64.40510737,11.18865184,9.856073182,5.312332511,11.74158984,17.030287,9.276172993,1.608261282,59.12586571,60.8063175,60.73743742,62.21774587,62.00334326,62.80121586,62.64156936,64.4050683,63.89026473,66.44808642,66.30585603,67.69906781,26.59665686,654.3009217,88.51269809,75.94260805
49160,60.97763484,67.94481612,66.3355942,10.73122929,9.707895118,5.580809764,11.67690442,17.84235932,10.79639629,1.608201568,59.14546312,60.75727331,60.73575738,62.19386472,62.01803636,62.85626335,62.66612515,64.41997395,63.89194862,66.57183699,66.32321797,67.94481612,26.66730927,656.7435647,88.53166986,75.94374981
49170,60.99963477,67.92893077,64.97123978,10.76861718,9.699870739,5.450652288,11.67935908,17.24038258,10.13235793,1.608128448,59.16603417,60.7835335,60.76808108,62.22504942,62.03778495,62.85649976,62.6656889,64.41998614,63.94216719,66.53175754,66.40700072,67.92893077,26.69466633,657.3131683,88.54879197,75.97201858
49180,61.00154914,68.05219851,67.3919244,11.36098048,9.513102608,5.154972869,12.15204568,17.77554089,11.43528188,1.608115258,59.17581585,60.88230505,60.78480491,62.21373148,62.08141364,62.85572229,62.70841108,64.53372315,63.94430374,66.6142994,66.33454878,68.05219851,26.79453019,657.2965376,88.49755146,75.99718747
49190,60.99334366,67.88413985,66.10689677,10.72023899,9.944632466,5.27295507,12.0015137,18.16334193,10.0042146,1.608128543,59.17445573,60.78468831,60.7936518,62.28738447,62.07276292,62.86478669,62.6946051,64.49729145,63.95089949,66.67912272,66.38145765,67.88413985,26.92118311,656.1989073,88.38105138,76.01912761
49200,61.01651089,68.0646667,66.62626391,10.76288101,9.872372644,6.014442316,11.73961578,17.34943825,10.88751391,1.608045192,59.21235361,60.82907503,60.81637208,62.29932783,62.10242468,63.0058703,62.74802788,64.51146727,64.0255928,66.63169877,66.42922383,68.0646667,27.08916353,655.0212415,88.5122458,76.07084193
49210,61.0108507,67.89198342,64.92859897,10.99145571,9.615671234,5.936971833,11.53672099,17.10351278,9.744266421,1.608051799,59.19888152,60.84993099,60.80442879,62.2488188,62.04495956,62.93676447,62.76142998,64.49438488,64.02016264,66.58931693,66.42827686,67.89198342,27.28889357,654.6033937,88.59156577,76.04327615
49220,61.00890259,67.81637203,64.85219086,11.01254061,9.835058643,4.959135264,12.07679593,17.71183278,9.256827627,1.608051123,59.20751332,60.86173068,60.82379662,62.30114189,62.13675796,62.88168032,62.75365339,64.56773484,64.02314739,66.68367981,66.42588408,67.81637203,27.48050466,655.0804886,88.6867592,76.00934874
49230,61.01816433,67.95772261,66.31968674,10.79273079,9.94085497,5.302361399,12.25411047,17.88011223,10.14951689,1.608022016,59.20075973,60.82198834,60.82946898,62.32273317,62.12515885,62.92165235,62.75147404,64.5922236,63.99833187,66.68419052,66.43311429,67.95772261,27.6209565,655.3060433,88.63272509,76.07330201
49240,61.01679024,67.96351635,66.27048607,11.70844445,9.851346821,5.5576526,12.11375692,17.23273117,9.806554099,1.608021192,59.20290103,60.96168434,60.81036882,62.29018831,62.09149034,62.92633281,62.78238838,64.60205568,64.05792203,66.64653576,66.49042539,67.96351635,27.49467361,656.5169706,88.6877062,76.09154803
49250,61.03113606,68.02597289,66.2299182,11.50276427,9.412071654,5.954454409,11.83603978,16.82534833,10.69923976,1.607972227,59.19352124,60.92146093,60.83032525,62.24420211,62.10986727,63.00434253,62.75053595,64.52854012,64.0191347,66.5466304,66.41873826,68.02597289,27.46574239,655.6698412,88.66616808,76.0647791
49260,61.05148601,67.97418394,65.91828698,11.23723949,9.873063297,5.706503543,12.06087541,17.25859178,9.782013456,1.6079125,59.19499227,60.88310767,60.81298125,62.29616314,62.10172675,62.95898679,62.74374257,64.55558875,64.01705081,66.60972443,66.50468002,67.97418394,27.40699693,656.9358579,88.72815818,76.05061082
49270,61.04205191,67.82392907,64.6193858,10.95522029,9.238591593,5.754402563,12.11020335,17.38688034,9.174087654,1.607925963,59.195668,60.84140325,60.84169072,62.22954742,62.0555155,62.91996394,62.74373158,64.56297282,64.03317705,66.64510097,66.4457624,67.82392907,27.38898441,658.411838,88.80891511,76.01790987
49280,61.05437899,67.93296123,66.36302665,10.95801602,9.802746796,5.528890094,12.34712338,17.73851782,9.987732541,1.607892876,59.18652109,60.8327102,60.82260588,62.29524244,62.07187484,62.90246303,62.74596111,64.60083155,64.00178636,66.66658944,66.43253483,67.93296123,27.49945303,658.3276447,88.74396171,75.98821658
49290,61.06165133,68.0190342,67.24181109,11.20026692,9.581679071,5.475041874,11.92034365,18.56567546,10.49880411,1.607872169,59.18709678,60.86970016,60.82584006,62.26528483,62.09753474,62.92004407,62.74672657,64.53750627,64.00725824,66.79635859,66.44181078,68.0190342,27.56091349,658.6696148,88.81910445,75.99537167
49300,61.09984074,68.01594824,66.39532551,11.24315229,9.442086924,6.083594696,11.83735912,17.49835881,10.29077366,1.60774747,59.1959852,60.88516221,60.83463962,62.25322364,62.0412908,62.95529321,62.75305352,64.53150447,64.00932415,66.63828663,66.46985708,68.01594824,27.42485882,659.445024,88.78483748,75.96242429
49310,61.10601791,68.03823418,65.88093853,10.72279229,9.474793386,5.575966048,11.68652381,17.77100146,10.64986154,1.607725111,59.19595661,60.80697687,60.83475924,62.25827689,62.124167,62.96191467,62.75945121,64.51526501,63.99173738,66.66169895,66.43817122,68.03823418,27.40206632,661.4573461,88.86170096,75.92346632
49320,61.11339167,68.0679835,65.91269444,10.6841883,9.259585705,5.789274362,12.15910344,17.04599778,10.97454485,1.607689609,59.20069436,60.8059501,60.85245511,62.24367012,62.10372849,62.97354336,62.75179782,64.57865355,64.01949954,66.58059123,66.41910286,68.0679835,27.45791238,659.1404732,88.78167314,75.89742456
49330,61.14776056,68.0060049,66.7586946,10.98638524,9.593324609,5.656100857,12.56531436,17.67829005,10.27927947,1.60757848,59.21938698,60.87016069,60.83611858,62.27757614,62.08964236,62.93950721,62.77605649,64.66407426,64.02649048,66.68276512,66.46147829,68.0060049,27.30357481,660.9012551,88.77460221,75.91382711
49340,61.16327654,68.10993187,67.86805526,10.79739003,10.09588684,5.85585269,11.91033904,18.09360475,11.11498192,1.607532486,59.22867634,60.85109875,60.86644526,62.38345937,62.10380729,62.98371129,62.75456725,64.54422205,64.0339225,66.75267857,66.43978791,68.10993187,27.35533533,662.5653706,88.79521949,75.90360084
49350,61.17196995,67.92089968,65.64631588,10.81999868,9.621126755,5.630397784,12.40230945,17.6343128,9.538170403,1.607504654,59.22270846,60.8485562,60.8677353,62.3134367,62.12954216,62.97558381,62.74442115,64.608032,64.01391893,66.66370739,66.48766357,67.92089968,27.5190361,662.0581324,88.86702922,75.8816537
49360,61.20239891,67.89238099,64.02100337,10.52840396,9.592166434,5.255560501,11.72438852,17.38577556,9.534708392,1.607413642,59.24578402,60.82790538,60.88492984,62.32636118,62.14403736,62.93379947,62.79613349,64.55797751,64.04095623,66.65354661,66.45958397,67.89238099,27.76770036,661.2816837,88.87035344,75.88940485
49370,61.22443141,68.05252123,66.05963013,10.84392354,9.991694982,6.02970624,11.41076166,17.15260568,10.63093802,1.607348331,59.24910023,60.87870147,60.88564966,62.38717984,62.11806884,63.02419998,62.79573172,64.51051616,64.03315841,66.61081469,66.45492699,68.05252123,27.8741026,663.144329,88.85167921,75.82388055
49380,61.24033384,68.19556783,67.50928027,10.9764758,9.300348812,5.998129842,12.00818482,17.72558136,11.50055965,1.607284396,59.25940033,60.90898686,60.90379789,62.30148967,62.12185548,63.02327724,62.81341886,64.61805453,64.05711405,66.72098182,66.46721999,68.19556783,27.7052414,663.7565489,88.87686972,75.872643
49390,61.26821381,68.10606953,66.00006981,10.74044733,9.317765621,5.583028886,11.87327741,17.63516337,10.85038718,1.607198351,59.2714934,60.88569508,60.90116705,62.30155127,62.15578158,62.99486531,62.83276292,64.61721973,64.06905427,66.71947557,66.47534478,68.10606953,27.49623066,663.8261902,88.95206577,75.94454032
49400,61.28231541,68.00707243,65.31008894,10.78085744,9.362168154,5.409797901,12.03542356,17.5168243,10.20501759,1.607151979,59.28990625,60.91022799,60.92738665,62.33448481,62.17077563,62.98384761,62.84013019,64.64900843,64.09188319,66.72459506,66.47329722,68.00707243,27.6539205,664.0475872,88.89415749,75.99021716
49410,61.30319143,68.04694002,66.51253126,10.57197,9.515527718,6.033130611,11.93804762,18.13159457,10.32226075,1.607089908,59.30045912,60.88944725,60.91483447,62.34503722,62.15710795,63.06389948,62.84059117,64.63490348,64.0840514,66.80926615,66.49548369,68.04694002,27.67614417,663.7981258,88.97362084,75.97196432
49420,61.34790039,68.18269012,66.29637514,11.16954287,9.48314581,5.62677621,12.4436792,16.69642018,10.87681087,1.606945082,59.33266063,61.01161646,60.97031972,62.39578387,62.21727698,63.06306886,62.88011866,64.75059697,64.12333905,66.63307039,66.54773647,68.18269012,27.53748638,664.157766,88.92862234,75.96119804
49430,61.37243994,68.08336555,65.55341015,11.20116352,9.579558117,6.09776009,11.80492463,16.57762914,10.29237465,1.606856945,59.34905083,61.03285208,60.97938167,62.41941706,62.21377606,63.13041441,62.89769429,64.67225519,64.16197495,66.65398684,66.53617688,68.08336555,27.7189251,664.197264,88.96107648,76.04804687
49440,61.40785691,68.11289347,66.14271866,11.01731728,9.714686193,5.972152338,12.2290235,16.8269959,10.38254345,1.606755818,59.37152308,61.02779211,60.98204688,62.44248715,62.19154686,63.08935988,62.89049243,64.72892118,64.13505343,66.66471028,66.55205205,68.11289347,27.909872,663.0944367,89.01791137,75.98346077
49450,61.43663138,68.0184668,63.70070254,10.91815716,9.500607494,5.409382778,11.57963336,16.92991926,9.363002494,1.606638755,59.40368808,61.04516963,61.00476825,62.43312944,62.26695911,63.08022841,62.92956522,64.67049588,64.1640254,66.70934049,66.61079373,68.0184668,27.77692131,662.3023967,88.99188343,76.01923283
49460,61.4850466,68.07037385,66.28067128,10.74391763,10.02030558,5.716108318,12.29710156,17.42458577,10.07865242,1.606509989,59.43510947,61.05052459,61.01572324,62.52233878,62.26916294,63.12861553,62.91584983,64.76479586,64.16443491,66.78433021,66.55498551,68.07037385,27.58076216,661.5373817,88.95167976,76.01129477
49470,61.513686,68.25456921,65.13850203,10.64088757,9.174006944,5.648648482,11.50502213,17.18216362,10.98777329,1.606418219,59.45944692,61.05946223,61.05850239,62.43795044,62.28927244,63.13863054,62.92900444,64.6589552,64.19349663,66.77708984,66.60239449,68.25456921,27.51035443,660.3514005,88.97844003,75.98559531
49480,61.54749332,68.25002672,65.90041733,10.49235229,9.380663225,5.579607015,11.8527019,17.6930363,10.9020566,1.606296809,59.4852783,61.06307837,61.03802097,62.44864946,62.30737244,63.14641254,62.96929673,64.751661,64.22861813,66.88922971,66.61061687,68.25002672,27.6849259,662.2920025,89.04926608,76.08431391
49490,61.60406407,68.16230249,65.47745566,10.39577677,9.893797756,5.249425966,12.0970712,17.26653954,10.57484442,1.606110314,59.51228839,61.07574732,61.08764765,62.57561212,62.35630309,63.14578348,62.99512357,64.8144464,64.23583329,66.83261139,66.57191292,68.16230249,27.91991624,661.0789963,89.08345814,76.08258957
49500,61.60884934,68.26693687,66.97530431,11.07766712,9.775866749,5.77863483,12.33388873,17.53303665,10.47621023,1.606093013,59.5200975,61.18612637,61.09826709,62.56851132,62.31444256,63.18352197,62.98129771,64.83625638,64.20834181,66.84522779,66.69136429,68.26693687,27.94690125,660.8742301,89.1523425,76.09955035
49510,61.64280284,68.27619906,65.0778846,11.15291592,9.159432799,5.237054494,11.52705845,16.87809012,11.12333282,1.605997139,59.54434943,61.2217955,61.13043234,62.50805005,62.39951629,63.1871916,63.00626676,64.73998545,64.25257493,66.79111158,66.60320242,68.27619906,27.97908361,660.3690707,89.11366564,76.07099165
49520,61.65643122,68.08224882,65.21279844,11.04784529,9.564705242,5.792936699,12.04810703,17.71298464,9.046219541,1.605960831,59.54989892,61.21157948,61.14024938,62.57885432,62.37950378,63.25080584,63.03961813,64.85174572,64.26641552,66.93058409,66.7216281,68.08224882,28.12593168,659.914843,89.24525745,76.05944911
49530,61.67844642,68.23184659,65.86308393,10.74374794,9.798197122,5.97888315,11.49922801,17.79990645,10.04312126,1.605885402,59.5892549,61.20527279,61.1705698,62.64436292,62.4214712,63.32078326,63.06633078,64.795984,64.28639454,66.96376257,66.72121326,68.23184659,28.20554229,659.9834449,89.20467559,76.18620172
49540,61.70984602,68.15974854,65.95609685,11.51256034,9.974929437,5.570183991,12.29854958,16.91895938,9.680914116,1.605797534,59.59741769,61.32917104,61.20332148,62.70377984,62.43268044,63.27056398,63.06027444,64.91025861,64.30006223,66.8450621,66.70351683,68.15974854,28.0884199,661.3191029,89.22913647,76.14491065
49550,61.73723019,68.42329056,66.3029071,11.04882011,10.29186912,5.760660351,11.38011532,17.14853873,10.67290348,1.605714788,59.62694401,61.28902583,61.21141724,62.75963039,62.42731787,63.29389808,63.12777631,64.8396951,64.36977892,66.94944573,66.81775814,68.42329056,28.1589575,661.0488531,89.2993287,76.15845851
49560,61.75797207,68.31480983,65.59501151,11.15922402,9.93510022,5.942131583,11.53009353,17.28917853,9.739283635,1.60565365,59.67129003,61.3500439,61.25414879,62.74874985,62.48370915,63.37762225,63.13550505,64.87005122,64.39969095,67.00061333,66.84966672,68.31480983,28.35094055,659.5635182,89.37123886,76.15823242
49570,61.79249106,68.30918969,65.22505598,9.979989955,9.75413904,5.798725267,11.95232647,17.49058042,10.24929484,1.605553114,59.68753438,61.1889825,61.25502328,62.72249307,62.47740754,63.34980172,63.14332889,64.94150686,64.39160038,67.02298571,66.76722576,68.30918969,28.57693871,661.5186721,89.37051633,76.20493704
49580,61.82451384,68.42488971,65.53308952,11.15292425,9.364537791,5.308126258,11.78182916,16.90310664,11.02256543,1.605468016,59.70844583,61.38644599,61.28750117,62.69643174,62.52041018,63.3190381,63.16704164,64.93966295,64.40746033,66.95059745,66.76650253,68.42488971,28.62385741,660.109215,89.46858583,76.15668217
49590,61.82180744,68.26188193,64.98669864,10.75802092,9.345116147,5.692504484,11.80408872,17.50286251,9.884105864,1.605461546,59.72448613,61.34307809,61.2904027,62.69641688,62.53003753,63.38650008,63.17599433,64.95197184,64.41753007,67.05091338,66.77477436,68.26188193,28.62051984,660.9490685,89.45541304,76.22069335
49600,61.88014501,68.39265662,66.05066991,11.57816464,9.542237336,5.364104122,11.83853352,17.49950478,10.22812552,1.60529563,59.73330837,61.47547464,61.32048565,62.75630597,62.55741612,63.36455279,63.19664135,64.97798533,64.43099791,67.06414815,66.85363072,68.39265662,28.42765338,662.5591341,89.44113796,76.2435912
49610,61.90072223,68.35386643,63.54349088,10.37555781,9.410768968,5.463792434,11.20366205,17.0597965,10.02991312,1.605241972,59.75656792,61.31783015,61.32693407,62.74301968,62.52865658,63.35082083,63.23447144,64.92034267,64.44842049,67.01549364,66.84461509,68.35386643,28.25520818,662.9915339,89.419596,76.26713674
49620,61.93573422,68.35366586,64.98293746,10.70646195,9.338545038,5.534831541,12.15143412,17.64654849,9.605116315,1.605138583,59.79123248,61.40239128,61.35612088,62.7614291,62.59034459,63.42325209,63.22664834,65.05525336,64.44485824,67.10039393,66.90824273,68.35366586,28.06434109,662.3387765,89.47909654,76.2235758
49630,61.96666581,68.33036166,64.47516473,10.53416045,9.270793375,5.760880433,12.18628361,17.21818395,9.504862918,1.605039471,59.82136194,61.40668989,61.39513498,62.79033376,62.60176091,63.46873886,63.26272236,65.09668493,64.48831387,67.07954726,66.89993682,68.33036166,27.82234138,661.9573084,89.59717945,76.27763957
49640,61.98181865,68.57452416,64.56108751,10.59006068,9.636972974,5.318298365,11.38487201,16.46312147,11.16776202,1.604990592,59.8377617,61.43155083,61.40468281,62.8550336,62.61377113,63.4141675,63.28190371,64.99531082,64.50950483,66.98718129,66.8937918,68.57452416,27.79222509,662.8065166,89.58429972,76.2880807
49650,62.0202251,68.45032287,65.24157879,10.86323541,9.315968893,5.383452664,11.73399446,17.60493019,10.33999717,1.604889958,59.85537788,61.49038194,61.43793795,62.84006599,62.64006069,63.4503135,63.2850969,65.05115718,64.48894258,67.13862578,66.89407036,68.45032287,27.70890887,659.9896815,89.50426578,76.36613775
49660,62.06358214,68.35009222,64.17965865,10.51968246,9.97647352,5.365075155,11.52443387,17.28192182,9.512071826,1.604755787,59.88860589,61.47203485,61.46111521,62.96278003,62.67152431,63.47907867,63.33650554,65.07117029,64.52711061,67.12839593,66.91832942,68.35009222,27.48497675,661.4604644,89.53313897,76.35216698
49670,62.10180167,68.47892109,64.7934693,10.55639412,9.496004441,5.678816162,12.27820798,16.67341234,10.11063425,1.604629822,59.92012678,61.50920633,61.48790281,62.91735934,62.69695494,63.55180088,63.32404474,65.17231311,64.56642005,67.07630917,66.95694284,68.47892109,27.33320993,659.8545565,89.59271847,76.2857126
49680,62.14118643,68.48510334,65.92416969,10.75562937,9.545901911,5.968691218,11.7979519,17.68067024,10.17532505,1.604510361,59.95040875,61.56960022,61.49746192,62.93453662,62.72624152,63.62478995,63.35377357,65.12988005,64.58381257,67.24552482,66.95327299,68.48510334,27.18941655,659.390974,89.61874977,76.36887983
49690,62.16203758,68.53032236,65.75518242,11.1800389,9.721095178,5.42791891,11.74243232,17.61599088,10.06770623,1.604443894,59.9664783,61.64963165,61.53873094,63.00224051,62.74955484,63.5667273,63.34390413,65.11172573,64.58044551,67.23253055,67.01463055,68.53032236,27.05387485,661.8627209,89.68802035,76.38401104
49700,62.20181477,68.55816605,64.8140635,10.24050568,9.730686685,5.680590374,11.75026816,16.97180156,10.44021104,1.604318424,60.00545513,61.54728245,61.55967472,63.02474286,62.75120669,63.60648569,63.39375314,65.16289277,64.64103187,67.19633413,66.98627077,68.55816605,27.04145773,661.1527953,89.75671937,76.42238114
49710,62.21907177,68.5458413,64.34614751,11.17179688,9.462272787,5.726488603,11.52060582,16.70188574,9.763097675,1.604260255,60.03004652,61.71215155,61.56953338,62.99424034,62.77630805,63.63852882,63.41481408,65.14943827,64.66298116,67.17773563,67.07584002,68.5458413,26.9825665,660.3888197,89.78178299,76.41653877
49720,62.27021408,68.6141363,65.57169088,10.8960782,9.349578688,5.919393775,11.70694996,17.37543076,10.32425949,1.60411607,60.0685182,61.70925654,61.62248225,63.03034771,62.82699205,63.71833811,63.44374309,65.20658301,64.69436412,67.31076746,67.05950278,68.6141363,26.95725024,661.6984922,89.85971319,76.42480733
49730,62.32636536,68.76601242,64.86483172,10.58620043,9.157985614,5.549571981,11.23527261,17.15934195,11.17645913,1.603950836,60.11731322,61.71155418,61.64410339,63.02326071,62.87237043,63.70811458,63.54380823,65.23579696,64.73389,67.31802073,67.08288078,68.76601242,26.93199098,661.5404999,89.98085214,76.57046563
49740,62.34736346,68.56041051,63.06473461,10.62051458,8.849285435,5.593960899,11.39988962,17.02770928,9.573374793,1.603877082,60.14246604,61.74194813,61.68260255,63.01533209,62.87587619,63.71834387,63.54350247,65.26036084,64.73223986,67.29666514,67.11863088,68.56041051,26.98281482,661.0737992,89.89652126,76.48026857
49750,62.36304384,68.85635832,64.79502792,10.32032957,9.018610346,5.720209829,12.18185988,16.60467582,10.94934246,1.603820707,60.17001707,61.72434501,61.70389427,63.06217241,62.90769677,63.76920821,63.57352282,65.4082128,64.76964408,67.27044712,67.20729578,68.85635832,27.15769032,662.5726466,89.96716519,76.5196106
49760,62.41260854,68.76166593,65.27830039,11.47904844,9.625033611,5.478516597,11.76719877,16.45425484,10.47424813,1.603673223,60.19204791,61.9210476,61.71421802,63.16396189,62.95747643,63.78266273,63.58294331,65.35534484,64.82275622,67.30113251,67.18401149,68.76166593,27.20629543,661.5862345,89.98101352,76.50748108
49770,62.44272738,68.75479566,64.84141294,10.35443093,9.332589749,5.765379441,11.80206179,17.47458132,10.11236972,1.603577426,60.22393907,61.78363954,61.76139118,63.16717048,62.95709797,63.82554406,63.62089589,65.39865476,64.82551504,67.4577324,67.23155715,68.75479566,27.1339378,662.5518581,90.08942251,76.49478039
49780,62.48133201,68.96012011,65.37169585,10.49434791,9.114651843,5.449462748,11.23459099,17.59971174,11.47893062,1.603471056,60.25068064,61.83156185,61.772641,63.14568313,63.01004471,63.83095834,63.6334835,65.32587582,64.84033885,67.49158063,67.23092017,68.96012011,27.04857327,659.9356315,90.10924759,76.58235522
49790,62.50963237,68.79786034,63.99358566,10.10925659,9.557421293,5.111365089,11.7141343,17.74714939,9.754258992,1.603375754,60.28512012,61.80808122,61.81911642,63.25894344,63.03071721,63.80074517,63.67611885,65.44085503,64.87668484,67.5502957,67.32837968,68.79786034,26.98948858,661.398099,90.12839183,76.51063619
