Timestamp,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,Tamb,DNI
43045,-6.067753443,-0.670768079,-2.650806039,-2.653572921,0.360366757,-0.292233478,-0.160739683,1.739198734,27.29087037,26.95090306,26.85571617,27.24092405,26.8647553,26.780479,26.40391761,26.37328019,26.42441886,26.25740289,26.21593283,26.17284834,26.1500382,26.1500382,26.54937434,1.134010033
43048,-5.740127715,-0.629013818,-2.621519671,-2.569076094,0.392817422,-0.188320619,-0.125014935,1.739206807,27.29582057,26.95807601,26.86881172,27.24219172,26.87016799,26.78543157,26.42085018,26.37984715,26.43559245,26.26189712,26.23517226,26.18010774,26.16236668,26.16236668,26.54058239,1.204690768
43058,-5.906625421,-0.649819337,-2.621323475,-2.599709512,0.347343075,-0.233759046,-0.149357125,1.739223251,27.30077075,26.97412868,26.88190692,27.2648652,26.89284938,26.81341087,26.44446248,26.40092647,26.45022108,26.29150276,26.25832789,26.20602931,26.18483268,26.18483268,26.5277382,1.198454233
43068,-5.712461733,-0.566346233,-2.666588763,-2.54114871,0.392766957,-0.251600908,-0.079544076,1.739197197,27.29732906,26.97824011,26.89786085,27.27753506,26.89907678,26.81618477,26.45552969,26.40784779,26.46359164,26.30326267,26.26755396,26.21387347,26.20258409,26.20258409,26.51018955,316.2272278
43078,-5.844978007,-0.580726239,-2.280307706,-2.896225831,0.378129345,-0.241843347,-0.224004229,1.739217905,27.3202139,27.00338384,26.92095942,27.30801558,26.98436385,26.89457106,26.4835,26.43996557,26.49363474,26.32755104,26.29322541,26.25406058,26.22226691,26.22226691,26.48762593,577.1197739
43088,-5.623565087,-0.481229592,-1.939564465,-2.842381951,0.308316732,-0.277531173,-0.391174638,1.739220174,27.31856757,27.00972816,26.94142254,27.32178975,27.04648841,26.95531945,26.55187239,26.49751515,26.54127755,26.36114923,26.32175651,26.27545095,26.21992771,26.21992771,26.45974979,583.1354439
43098,-5.243355721,-0.500448846,-1.71078129,-2.778872032,0.347230643,-0.300227672,-0.300256523,1.73917417,27.32469713,27.0224024,26.95136623,27.34310935,27.10027266,27.00358294,26.60913621,26.55270899,26.60199661,26.41450729,26.3718915,26.31153543,26.26891555,26.26891555,26.42613631,574.2215064
43108,-4.986861883,-0.490797946,-1.574498709,-2.793283663,0.382899673,-0.287223441,-0.223957797,1.739198306,27.3336701,27.03333898,26.96367059,27.34747917,27.1239803,27.04409857,26.64759412,26.59462361,26.64897592,26.46080381,26.42003267,26.35645423,26.32466359,26.32466359,26.38638621,573.8158964
43118,-4.967630173,-0.450677464,-1.529006522,-2.660100172,0.332580463,-0.371576715,-0.288849764,1.739254687,27.32811508,27.03855567,26.97458022,27.371153,27.15410447,27.06731872,26.68970698,26.63673856,26.68394967,26.51397992,26.46123313,26.41193903,26.37093566,26.37093566,26.34075614,585.5269624
43128,-4.670716578,-0.428198187,-1.462461148,-2.700484027,0.340671418,-0.223904844,-0.19633979,1.739221784,27.33477239,27.04993308,26.98914668,27.38034161,27.17273269,27.10114196,26.71778507,26.66643011,26.71479135,26.5390684,26.50728319,26.44209751,26.41422539,26.41422539,26.28930227,584.4829118
43138,-4.708538199,-0.498717892,-1.457501935,-2.731146946,0.416887855,-0.225510411,-0.212548869,1.739228375,27.35263276,27.07762855,27.00682826,27.40441494,27.19750127,27.11808545,26.73035928,26.69028928,26.7494726,26.57421599,26.54220149,26.48531006,26.45513565,26.45513565,26.2322113,582.1187851
43148,-4.320085558,-0.40246332,-1.262851539,-2.649823669,0.462267945,-0.282267704,-0.184947272,1.739192486,27.36559237,27.08886348,27.03172457,27.41277122,27.23348046,27.14301808,26.76681479,26.71569248,26.78132202,26.61344052,26.57336614,26.52983537,26.50357786,26.50357786,26.16981195,582.8920779
43158,-4.30267774,-0.47457446,-1.275724317,-2.618807351,0.458982254,-0.206002336,-0.186551529,1.739239506,27.37492625,27.10857691,27.04119604,27.4285484,27.24741893,27.15856907,26.78674642,26.74736937,26.81253644,26.64949617,26.62024761,26.5679667,26.5414798,26.5414798,26.10317076,581.4750768
43168,-4.181544494,-0.413624328,-1.371332422,-2.610605122,0.549785893,-0.165445215,-0.170323301,1.739190394,27.36596137,27.12543379,27.06670577,27.44190676,27.24719953,27.17929679,26.8086327,26.76188765,26.83994843,26.66470666,26.64121609,26.58939684,26.56521366,26.56521366,26.03282565,582.2978856
43178,-4.079169965,-0.548233767,-1.288578043,-2.623402998,0.700565262,-0.163809886,-0.155710532,1.739210891,27.38613974,27.16268921,27.08484494,27.45379916,27.27083266,27.19809761,26.82559796,26.76964271,26.86911668,26.6984855,26.67522597,26.62893569,26.6068262,26.6068262,25.95914922,583.3724887
43188,-4.263353722,-0.447216311,-1.397112767,-2.657348906,0.567558638,-0.180019619,-0.149214757,1.739215298,27.38234751,27.16553568,27.10203248,27.46703647,27.26865118,27.19982908,26.82249452,26.79140854,26.87199995,26.71127162,26.68570945,26.64241355,26.62122556,26.62122556,25.88260231,583.189174
43198,-3.641616045,-0.371849388,-0.384080539,-3.026688682,0.525363179,-0.204337113,-0.180023504,1.739213003,27.38923363,27.18121422,27.12841101,27.48082569,27.42628564,27.30200672,26.87221207,26.82593033,26.90053274,26.72507063,26.69605443,26.65068626,26.62512263,26.62512263,25.80384234,582.7530116
43208,0.780742223,2.861058259,1.809692573,-3.682364561,0.317773414,-0.306482179,-0.218935283,1.739233151,27.4134758,27.19926614,27.60554948,27.60217015,27.85915475,27.58376242,27.06084984,26.94896108,26.99408635,26.79192866,26.74840679,26.69083546,26.65974565,26.65974565,25.72370138,584.0404282
43218,7.031549492,5.863359575,3.47356127,-1.687719806,-0.31277273,0.14915312,-0.454031937,1.739414783,27.41858469,27.20977816,28.0424291,27.94753193,28.44080955,28.10669367,27.86702195,27.4247983,27.3803817,26.96788619,26.98906731,26.80463937,26.74016266,26.74016266,25.64310455,584.0593918
43228,18.36618461,8.671578637,4.454139958,3.292931108,1.400058326,3.784353651,-3.236877073,1.739874685,27.43763634,27.25251561,28.4840436,28.37155428,29.0041263,28.69064589,29.15830431,28.55295173,28.75178646,27.88882595,28.42627567,27.90446805,27.44477035,27.44477035,25.56308489,584.9338237
43238,26.60224561,10.63299406,4.701624467,5.598547974,3.571821603,6.549940945,-4.452683444,1.740526339,27.43796907,27.26422083,28.77434982,28.72085939,29.38859788,29.15312233,29.94824453,29.42902547,29.93630605,29.00285,29.93309182,29.31968364,28.68730048,28.68730048,25.48459617,584.441824
43248,32.80117014,11.67471574,5.143309584,7.797312338,4.748690544,7.792288557,-4.355146619,1.74072171,27.44670663,27.2735381,28.93173373,28.94677228,29.67729229,29.43361208,30.54108823,30.04695406,30.72142512,29.89520177,31.00196437,30.52410836,29.90553355,29.90553355,25.4083909,586.0800669
43258,36.64619499,12.10208582,4.903975492,7.845884665,6.032173542,9.629274976,-3.867199508,1.740834682,27.45475325,27.28398287,29.00313523,29.14598465,29.84261506,29.69657437,30.8111154,30.54521061,31.40210632,30.67048558,32.03836472,31.6304333,31.08108129,31.08108129,25.33485367,589.110026
43268,39.08049652,11.65397524,5.159415508,8.552151276,6.563223181,10.24637825,-3.094646929,1.741032672,27.45942957,27.28336207,28.93925625,29.21015925,29.94325212,29.76645614,30.98161725,30.79811324,31.73067083,31.14834886,32.6042399,32.23089052,31.79117722,31.79117722,25.26466908,591.35405
43278,41.15517982,10.83050062,5.16449326,9.422583719,7.62793581,10.76041289,-2.650746478,1.741181625,27.4595708,27.29100238,28.83030604,29.20823254,29.94224509,29.79529972,31.13450075,30.93634375,32.02047734,31.50548641,33.03482873,32.72735078,32.35060884,32.35060884,25.19845483,590.3363377
43288,41.65475655,10.44965031,4.590025513,9.197872086,8.598658598,11.24052634,-2.421976308,1.741309232,27.46310038,27.28652453,28.77208599,29.16144092,29.81397616,29.75450444,31.06210842,31.02655972,32.24897726,31.82210551,33.42010088,33.11937246,32.77505523,32.77505523,25.13685081,589.7885009
43298,45.03120004,10.6429836,4.859598143,9.870245131,9.944794482,11.15214643,-1.438567745,1.741414105,27.47518015,27.31007354,28.82368733,29.14914719,29.84026493,29.73716575,31.14088295,31.06703756,32.48135695,32.02250064,33.60852607,33.45682616,33.25223729,33.25223729,25.08029848,589.9254601
43308,47.33865048,10.92696296,4.987366656,10.18823418,10.49732558,12.00292982,-1.264168723,1.741420843,27.483164,27.31342562,28.86785248,29.15367207,29.86315528,29.74719921,31.19653742,31.0848559,32.57816423,32.17571023,33.88319992,33.66794036,33.48810467,33.48810467,25.02909567,592.3538523
43318,48.42039389,10.63240655,5.021562586,9.979401193,10.56979649,13.10627708,-0.88905001,1.741297097,27.48839323,27.3181449,28.83105284,29.16187989,29.87640881,29.74369138,31.16368179,31.13616297,32.64016199,32.26407629,34.12899658,33.81634462,33.68983978,33.68983978,24.98345762,593.0523442
43328,50.54159264,11.8427712,5.331648356,10.56197752,10.83564206,12.41793527,-0.448381766,1.74123997,27.48954772,27.31269537,28.99819061,29.19841435,29.95722897,29.75862108,31.26183029,31.19349692,32.73565481,32.35066959,34.11802373,33.94238089,33.87856598,33.87856598,24.94367056,592.6172354
43338,50.76941681,11.76478772,4.236867759,10.63351518,11.61639237,12.80220242,-0.28434863,1.741308119,27.50596422,27.33325504,29.00802234,29.21572335,29.8188594,29.78028371,31.29400958,31.2080215,32.8616641,32.49458929,34.31703696,34.1020935,34.06161527,34.06161527,24.90982675,593.4094917
43348,50.55356682,10.82564845,3.513526034,11.46229167,12.45535619,12.41398248,-0.117237996,1.741330821,27.53065371,27.3594883,28.90084026,29.23646745,29.73672203,29.65588887,31.28788586,31.20143866,32.97482782,32.5393167,34.30681509,34.22518662,34.20849431,34.20849431,24.88186779,593.7740139
43358,49.45909192,10.88692452,2.704832312,11.12062023,11.59983246,13.01522471,0.131657686,1.741333338,27.53916384,27.37085225,28.92123836,29.27276179,29.6579518,29.62166679,31.20533306,31.14456377,32.79647375,32.5342743,34.38774758,34.27251429,34.2912634,34.2912634,24.85958413,593.5401297
43368,51.6172081,11.35509088,2.783359171,11.49599216,11.96646217,13.87182721,0.144476505,1.74133693,27.5462366,27.36100211,28.97831187,29.29360671,29.69004158,29.58646839,31.22384676,31.11629609,32.82068368,32.54039763,34.51616706,34.29554748,34.31612532,34.31612532,24.84244973,592.444456
43378,51.94124439,11.55915876,2.37028062,10.92485492,12.5891274,14.39831131,0.099511377,1.741316688,27.56103714,27.36288396,29.00943536,29.32193648,29.65957254,29.58837936,31.14457697,31.08976695,32.88303285,32.54001305,34.59098926,34.36581249,34.37998745,34.37998745,24.82985571,593.7666392
43388,51.70614334,11.16090297,2.440830385,11.70874962,12.56111996,13.37878679,0.455753606,1.741270941,27.57480762,27.38036086,28.97039743,29.34602135,29.69375392,29.59890825,31.26699372,31.13972562,32.92924392,32.56150545,34.46751255,34.36646297,34.43139185,34.43139185,24.82112809,595.7915284
43398,51.50372236,12.24566512,2.387304253,11.37220053,12.21206336,13.21749953,0.06898956,1.74122952,27.5917641,27.40030904,29.14511172,29.35674722,29.69689819,29.62616684,31.24651541,31.17107218,32.91108717,32.61914582,34.50241866,34.4944176,34.50424746,34.50424746,24.81590509,596.0485903
43408,53.07097415,11.25906045,2.689879286,11.7262208,12.54286872,14.58344665,0.26949824,1.741221946,27.61224596,27.41600618,29.02043489,29.38845065,29.77176145,29.64109774,31.31209732,31.1901089,32.97748173,32.66746822,34.74562568,34.51453784,34.55294164,34.55294164,24.813766,596.5974807
43418,52.58171866,11.56165673,2.385044782,11.58803257,12.09148792,14.46631496,0.489181689,1.741021148,27.62582132,27.42465018,29.07235015,29.41463688,29.75453957,29.67370777,31.32516667,31.22863308,32.9518415,32.69174138,34.75339631,34.58905825,34.65877357,34.65877357,24.81411232,596.6680674
43428,52.99582689,11.75444123,2.468630455,12.14047226,12.38929219,13.7249971,0.517993651,1.740989255,27.62718426,27.43896548,29.11427118,29.41714602,29.76898841,29.67690522,31.40723013,31.22930346,32.99509151,32.76247924,34.71863908,34.62264183,34.69646905,34.69646905,24.81617524,597.3644523
43438,53.55692194,12.50700104,2.397493097,11.70819635,12.53583527,13.72050657,0.687889616,1.740737639,27.63451532,27.4471248,29.22983089,29.44261075,29.78434139,29.69731163,31.36615877,31.24876266,33.03557868,32.77755982,34.73323493,34.67472413,34.77277362,34.77277362,24.81954442,598.3726828
43448,53.14070779,11.67429159,2.352163668,11.8984389,12.71615517,13.88398372,0.615674743,1.740453116,27.64697905,27.45853912,29.12266999,29.46860495,29.80389794,29.72743296,31.42351528,31.27104365,33.08368867,32.83186341,34.81097845,34.70698998,34.79475234,34.79475234,24.82397045,598.6487083
43458,53.3155733,10.71389241,2.533926786,11.73170891,12.665032,14.74765695,0.92335624,1.73904124,27.66485857,27.48099695,29.00835608,29.48576466,29.8469981,29.73379584,31.40625362,31.29321852,33.09872968,32.88743242,34.98983999,34.77503135,34.90666386,34.90666386,24.82923962,599.649564
43468,55.74686569,11.99876866,2.912097368,11.97149999,13.22701612,15.00755905,0.629924499,1.737780506,27.68331813,27.49902032,29.20969857,29.5076377,29.92281877,29.768982,31.47577253,31.32789416,33.21368506,32.8909196,35.03056456,34.82833335,34.91814241,34.91814241,24.83515649,599.8381463
43478,55.23380008,11.96366425,2.609043751,11.97011429,13.48540617,14.26164899,0.943922623,1.736176991,27.71922028,27.52882666,29.23463998,29.54255931,29.9145642,29.80458382,31.51131681,31.37238518,33.29517281,32.97220317,35.0056697,34.90307116,35.03765834,35.03765834,24.84153693,601.8967486
43488,51.63040724,11.51931796,2.430104011,10.71035086,12.23262241,13.60183816,1.13617384,1.734386816,27.71347928,27.53225109,29.17482283,29.55635034,29.90286566,29.80459454,31.3318134,31.35932712,33.10361094,32.98732306,34.92684717,34.8701751,35.03218531,35.03218531,24.84821556,602.1232581
43498,51.51788995,11.47398724,2.377301809,10.50610148,12.78369643,13.48405102,0.892751974,1.732811741,27.73762956,27.5483956,29.1843397,29.51431303,29.8532652,29.75223394,31.25017832,31.2921397,33.1148202,32.90375509,34.8262911,34.80435183,34.93163908,34.93163908,24.85491268,602.5952406
43508,52.24684514,11.42804638,2.496128662,10.87932204,12.77357978,13.42457382,1.245194459,1.732071003,27.77465526,27.57817162,29.20766888,29.59123865,29.94715554,29.83006065,31.38131665,31.39828273,33.21963632,32.97722938,34.89140661,34.858271,35.03582024,35.03582024,24.86141309,601.4100167
43518,54.66608363,11.91443185,2.452184551,11.55534195,12.93783051,14.88984427,0.916450495,1.7319572,27.7987436,27.62380689,29.32293938,29.61804153,29.96775073,29.88303209,31.53095431,31.44177588,33.28685657,32.98700616,35.11046605,34.95829333,35.08898952,35.08898952,24.86767367,601.5164234
43528,53.20604088,11.16908747,2.841278092,11.10810864,12.4124235,14.31512089,1.360022293,1.73188157,27.80359569,27.62268623,29.21577413,29.62931563,30.03457754,29.90325758,31.48764785,31.4656396,33.23606908,33.02594373,35.06776191,34.94277584,35.1367608,35.1367608,24.87388917,600.9211776
43538,53.63686721,11.79968087,2.692829742,11.24007131,12.58396219,14.21033872,1.109984381,1.731876923,27.81365392,27.6342137,29.31744934,29.6483129,30.03244761,29.91054074,31.51394755,31.4852916,33.2804057,33.06662659,35.09374484,34.96579126,35.12413158,35.12413158,24.87969209,601.7661106
43548,54.46401473,11.32486251,2.45758483,10.99454723,13.61292814,14.8217588,1.252333228,1.731912887,27.86753332,27.64153408,29.25722058,29.65042901,30.00104577,29.9103604,31.47892174,31.43903113,33.38114955,33.08773507,35.20231399,35.00765535,35.18632223,35.18632223,24.88469519,601.3805178
43558,53.98166,11.79992656,2.515214145,11.45284057,12.90327907,14.05500604,1.255393629,1.731895842,27.94326219,27.64999118,29.33362475,29.66907974,30.02795476,29.91982293,31.55393368,31.51565061,33.35671239,33.07771235,35.08310449,35.02027142,35.19939312,35.19939312,24.88870674,600.3649125
43568,54.15032913,11.75924276,2.800129418,11.29133947,12.86266045,14.0654629,1.371494135,1.731880761,28.06484047,27.68217792,29.3550507,29.7029712,30.1013183,29.96197132,31.56828006,31.51738919,33.34723444,33.12843308,35.12938931,35.04325366,35.23836275,35.23836275,24.89191192,599.1997057
43578,55.14519199,11.95788139,2.659416415,11.59415233,12.55488538,14.79245,1.586406475,1.73195003,28.19449957,27.71122329,29.41253894,29.71876642,30.09713669,30.00485257,31.65441843,31.5817551,33.3680099,33.16386173,35.26846755,35.10603595,35.331743,35.331743,24.89433389,597.3834159
43588,54.34325465,11.12528212,2.646283539,11.45153495,13.02836301,14.79130915,1.300481885,1.731956667,28.31559261,27.73863322,29.32159455,29.73911162,30.11563821,30.01302508,31.64240731,31.59335382,33.44709511,33.1759009,35.28048307,35.15026704,35.33530617,35.33530617,24.89615234,595.8273485
43598,54.10165609,11.43050359,2.865397173,11.20377791,13.1011612,14.35138462,1.149431606,1.732033347,28.43059839,27.7866284,29.4131544,29.75821279,30.16595012,30.04474737,31.639011,31.60004333,33.46429884,33.20684182,35.24900033,35.19280212,35.35636275,35.35636275,24.89745388,594.0553071
43608,53.7366328,11.34258151,2.713239231,11.39314256,12.9712732,14.01147541,1.304920878,1.73204861,28.56773856,27.8685547,29.48279957,29.81252279,30.1986635,30.10960196,31.73104253,31.68199316,33.52802892,33.26601002,35.26008449,35.21805076,35.4037635,35.4037635,24.89835371,592.0072401
43618,54.71901975,11.59114187,2.814362689,11.33332339,12.75570986,14.91333673,1.311145204,1.732081013,28.68333928,27.93305543,29.58286472,29.87196608,30.27254453,30.15961746,31.77273052,31.70374258,33.51930906,33.27056224,35.39323159,35.25457689,35.44119695,35.44119695,24.89871537,593.8161552
43628,54.26243778,11.85878222,2.597895201,11.12404739,12.57370411,14.69112914,1.416879719,1.732167795,28.78620498,27.9963278,29.68441056,29.91754931,30.28735643,30.19508895,31.77858312,31.75612255,33.54597354,33.32835731,35.41962109,35.27274608,35.47443713,35.47443713,24.89848476,592.6730726
43638,54.80705109,11.75161284,2.739203022,10.91389045,13.36973298,14.9015808,1.131030996,1.732187638,28.89983022,28.08205188,29.75512036,29.98674554,30.37672386,30.28079201,31.83459457,31.82428165,33.72772071,33.38611767,35.50764477,35.35347232,35.51449637,35.51449637,24.89819514,589.7379313
43648,53.63046772,11.53329715,3.118959932,10.98215659,12.85318085,13.82275555,1.320117654,1.732257361,29.02554061,28.17721594,29.81939898,30.08156654,30.52566358,30.40105987,31.96476807,31.89098026,33.72109661,33.43944615,35.40761661,35.3916279,35.57959452,35.57959452,24.89813874,589.0088869
43658,53.40483375,10.91508423,2.791274416,10.97744882,12.93468083,14.19704145,1.589304005,1.732328433,29.10391202,28.24943851,29.80378673,30.15595741,30.55344517,30.41507584,31.97830501,31.92903795,33.77098417,33.51062673,35.53233776,35.43801183,35.66433458,35.66433458,24.89839208,589.1742915
43668,52.51648525,10.82762133,2.958259091,10.8768482,12.8576712,13.81276149,1.183323943,1.732375696,29.19462409,28.32250083,29.86461864,30.2116915,30.63301987,30.49856188,32.0476908,32.03165167,33.86289817,33.5542867,35.52156139,35.52361685,35.69215109,35.69215109,24.89887924,588.1755428
43678,54.9981011,11.25634938,2.997882348,11.38128507,13.59514689,14.39363257,1.373804837,1.73245589,29.28372395,28.40645925,30.00985277,30.29932848,30.72635725,30.57171983,32.19290963,32.11363899,34.05017896,33.61945498,35.66973402,35.62223553,35.81792506,35.81792506,24.89984758,586.4930516
43688,53.96731329,11.78391627,2.63986533,11.6350033,12.93568197,13.91180155,1.061044865,1.732504723,29.350877,28.4787135,30.15741757,30.38179291,30.75786081,30.65163923,32.30912956,32.23903117,34.08181259,33.70760925,35.68944596,35.71068221,35.86183572,35.86183572,24.90139819,587.4728367
43698,54.65531556,11.36580926,3.025604248,11.32319186,13.42434086,14.04858486,1.467784471,1.73256958,29.46390479,28.55974982,30.17914464,30.47474659,30.90583317,30.77278639,32.38610911,32.27524044,34.18793382,33.86660715,35.86824251,35.78422069,35.99334989,35.99334989,24.90381334,586.6510815
43708,54.04822091,11.44120975,2.99422874,11.49392124,11.91197869,14.80027478,1.406607716,1.732617365,29.53606398,28.63830372,30.26874155,30.5580799,30.98477462,30.84439734,32.48234686,32.39989116,34.09741626,33.88746074,35.99658455,35.8096036,36.01005325,36.01005325,24.90698703,587.0746015
43718,51.25735229,10.766963,3.206165103,10.7318564,11.77435181,13.27221598,1.505800008,1.732686757,29.59099002,28.71479227,30.24932432,30.60377511,31.06072505,30.90109033,32.43061891,32.38664119,34.06474859,33.86507987,35.75666627,35.77401958,35.98862962,35.98862962,24.91128807,587.352734
43728,50.41339678,10.62188062,3.273042173,11.24348362,10.31944511,13.63736375,1.31818151,1.732722469,29.6687721,28.80228195,30.31641268,30.63949688,31.10606339,30.9549221,32.55766127,32.45894973,33.92996881,33.80484995,35.74883259,35.7495176,35.9374221,35.9374221,24.91672768,588.9762274
43738,52.65515229,11.11917108,3.216179309,11.30422919,11.9717296,14.19829173,0.845551382,1.732583094,29.72511494,28.85565541,30.4408296,30.71781221,31.17631801,31.03000313,32.64155962,32.5149149,34.22163176,33.9183847,35.9425253,35.84983329,35.97037701,35.97037701,24.92280565,589.6494346
43748,54.93861269,11.72065108,2.982098881,11.47147963,12.90470348,14.69906488,1.16061473,1.731570551,29.81245318,28.94915938,30.62035326,30.84291837,31.26812218,31.13649702,32.77216268,32.64461756,34.48464005,34.1279576,36.22382985,36.04122524,36.20671197,36.20671197,24.92924602,588.6275082
43758,56.06360032,11.96285605,3.259517484,11.4654482,13.8166814,14.70451599,0.854581193,1.73074837,29.87776757,29.02181486,30.72777563,30.95358448,31.41840734,31.25286489,32.88789291,32.76517016,34.73549533,34.28606978,36.38300443,36.26090884,36.38277622,36.38277622,24.93646583,588.4168017
43768,54.48937162,11.98497098,3.320647774,11.67896584,13.26432743,13.53347363,0.706985974,1.729726033,29.93436425,29.07475065,30.83089561,31.02273786,31.50930883,31.36877201,33.08007837,32.87793541,34.82154311,34.41582078,36.39886618,36.44062597,36.54421987,36.54421987,24.94447249,590.540723
43778,54.41254277,11.67385606,3.258981816,11.31270396,12.9805983,14.04673803,1.139664601,1.728650995,29.98786388,29.12892896,30.83970661,31.09751069,31.57510722,31.44443737,33.10228897,32.9864588,34.88873662,34.56670581,36.62522403,36.49220293,36.65921825,36.65921825,24.95260566,591.0569539
43788,54.27420385,11.64579863,3.467934655,11.24340208,13.01387102,14.09226324,0.810934226,1.727649856,30.05827078,29.20501201,30.91190722,31.1529377,31.6612241,31.50351413,33.15143109,33.05575063,34.96316075,34.63155222,36.69701955,36.66667682,36.78553339,36.78553339,24.96064674,590.4480122
43798,54.22082293,12.33975854,2.741667422,10.32641478,13.63003153,13.48659689,1.696353755,1.726631233,30.12134875,29.27929621,31.0882036,31.20677786,31.60868381,31.51125916,33.02502687,32.97145881,34.96950964,34.71378624,36.69081073,36.56623975,36.8149113,36.8149113,24.96836899,587.776254
43808,54.47457247,11.58942097,3.700856362,10.25004362,12.4738018,14.90920094,1.551248773,1.725353665,30.20044779,29.34106575,31.04025631,31.27799954,31.82060303,31.64641344,33.14923032,33.02516427,34.85401891,34.62912592,36.81504821,36.65992032,36.88735768,36.88735768,24.97592195,591.6838057
43818,55.58287963,11.6589884,3.621961656,11.17171834,13.40012515,14.48559273,1.244493353,1.724435305,30.26571342,29.3932468,31.10286404,31.35305762,31.88416443,31.74046873,33.37863506,33.21408535,35.17901439,34.74828702,36.87238374,36.74806156,36.930548,36.930548,24.98302795,593.8277441
43828,55.08804239,11.66346946,1.645932013,12.66579245,13.52459421,14.40786008,1.180394171,1.72362792,30.32720403,29.46411456,31.17460999,31.4447476,31.68613025,31.6739822,33.53147239,33.33582309,35.31926006,34.95622816,37.06919969,36.90726496,37.08037458,37.08037458,24.98960168,594.4545958
43838,55.43024312,13.60076001,-0.285986524,12.07251973,15.07300151,14.14290699,0.8270414,1.722918646,30.41994354,29.54316721,31.5380957,31.63274824,31.59080038,31.53601352,33.30678321,33.2507118,35.46158532,35.18473257,37.25918195,37.18552874,37.30683729,37.30683729,24.99555867,595.1088395
43848,54.92187284,13.35434926,-0.731209739,11.91330801,15.32532173,14.2612391,0.798864481,1.722351799,30.48196896,29.59507645,31.55415873,31.744668,31.63739957,31.51980436,33.26748597,33.19241549,35.44063932,35.24305394,37.33517691,37.28866287,37.40585625,37.40585625,25.00066153,597.1210863
