Timestamp,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,Tamb,DNI,m2_T_WB,m3_T_WB
47157,57.37329822,9.139172718,11.73862758,7.248815286,11.32789655,10.43188602,7.486900072,1.646811794,58.25275975,56.30785656,57.6686447,57.64505756,59.39289467,59.14075404,60.22007513,59.95298454,61.63966537,60.99537163,62.54863989,62.33717764,63.45194866,63.45194866,25.62716958,668.3114303,71.04913123,72.21486959
47167,56.26440599,9.62314161,11.1821659,7.62923501,10.70696063,10.36257713,6.760325718,1.646662742,58.30145077,56.37185562,57.80487513,57.69151569,59.35669557,59.14698863,60.28308774,60.06919874,61.66361396,61.07653772,62.61966945,62.37704195,63.38374839,63.38374839,25.63490159,667.863679,71.0945535,72.29232259
47177,57.30180876,10.27792949,11.87097905,7.46690718,10.55352247,9.813129652,7.319340916,1.64652358,58.34640558,56.43827263,57.96896876,57.76119822,59.52914786,59.22291144,60.3349609,60.10132543,61.67306573,61.14656702,62.60804033,62.44681352,63.53688587,63.53688587,25.64466053,668.6053658,71.24777532,72.39141414
47187,56.62221177,9.227771421,11.41718808,7.187069005,10.93009828,9.692998092,8.167086888,1.64638854,58.39802782,56.4940935,57.86853987,57.82114753,59.52170035,59.3124575,60.38294791,60.16143677,61.78943915,61.1819752,62.62571555,62.53759184,63.75405272,63.75405272,25.65671431,668.7117726,71.31396871,72.49000393
47197,57.87027725,9.950565536,11.11438881,7.213350229,11.25546813,9.931041953,8.405462586,1.646266547,58.43879818,56.53589198,58.01814075,57.87338694,59.52900029,59.35725246,60.43176219,60.23157664,61.90820535,61.2794562,62.75879672,62.56618561,63.8182739,63.8182739,25.67043561,667.9711393,71.48696936,72.49543656
47207,57.50675671,9.911303631,11.38581328,7.180802035,10.72105266,10.66005443,7.647730676,1.646155119,58.49554245,56.58758383,58.06412321,57.9287982,59.62500309,59.43530181,60.50506391,60.3255314,61.92270338,61.28004863,62.86813338,62.6187997,63.75812263,63.75812263,25.68627582,667.5223345,71.55082697,72.6450743
47217,54.45699526,8.683544346,10.83128772,7.321412939,10.63650771,10.31245396,6.671788591,1.646031471,58.57001588,56.64356362,57.93733639,57.99475441,59.60852231,59.49986614,60.59069314,60.47175842,62.05650579,61.36991424,62.90638041,62.72274791,63.71678652,63.71678652,25.70402023,668.3483039,71.63425096,72.84025503
47227,58.02299559,9.779520573,10.8540319,7.29033313,10.52682837,11.78241834,7.789863284,1.645897536,58.6293265,56.68332464,58.1405501,58.02734759,59.64468369,59.54882554,60.6351425,60.50409192,62.07267212,61.46863694,63.22430991,62.85796955,64.01872043,64.01872043,25.72382212,668.7465392,71.46302256,72.97803068
47237,59.51884485,10.31893005,11.74113395,7.638718663,11.18322375,10.03118486,8.605653584,1.64574405,58.68462146,56.72461241,58.26240468,58.08108541,59.83082351,59.56166883,60.70003904,60.4902256,62.15682039,61.51399684,63.0089075,62.8129495,64.09541847,64.09541847,25.74450003,667.8552508,71.74991599,72.90316693
47247,57.50511997,8.606222164,12.1006411,7.348405318,10.9060051,10.46586328,8.077982999,1.645586429,58.76899802,56.78510409,58.06783035,58.14796371,59.95152047,59.63635989,60.73161311,60.57633238,62.20183297,61.56709534,63.12699438,62.89248031,64.09647444,64.09647444,25.76563552,668.7317897,71.77589,72.84490422
47257,57.29111789,9.497360088,11.87777882,7.28271632,11.165167,10.20749963,7.260596032,1.645491169,58.85533844,56.85005452,58.26574092,58.20804696,59.97856106,59.7154842,60.80105349,60.58653611,62.25082755,61.60712878,63.12866933,62.95267349,64.03494551,64.03494551,25.78702714,667.8510367,71.75274213,72.85118367
47267,56.55953252,9.258399001,11.20285329,7.570596225,10.46081005,10.58487756,7.481996397,1.645310815,58.91823611,56.89688402,58.27714036,58.26444906,59.93458763,59.74580924,60.87444535,60.66599283,62.22550646,61.65537569,63.23338549,62.99551667,64.11094418,64.11094418,25.80865305,668.3061626,71.81873594,72.93330168
47277,56.34900784,9.507134581,11.34886888,7.083367206,10.58420609,9.824174641,8.001256441,1.645171082,58.97680919,56.9723972,58.38989862,58.31001158,60.00211319,59.8416234,60.89774425,60.72654227,62.30463366,61.70020092,63.1649726,62.98494324,64.17792019,64.17792019,25.8303676,668.5263509,71.97140432,73.04692408
